timestep_4,region_4,technology_3,parameter,value
hh0005,23FR,heatpumpAirSpace,effConv,3.912558727
hh0006,23FR,heatpumpAirSpace,effConv,3.84516544
hh0007,23FR,heatpumpAirSpace,effConv,3.728663783
hh0008,23FR,heatpumpAirSpace,effConv,3.946521792
hh0009,23FR,heatpumpAirSpace,effConv,4.032573501
hh0010,23FR,heatpumpAirSpace,effConv,4.059417129
hh0011,23FR,heatpumpAirSpace,effConv,4.06
hh0012,23FR,heatpumpAirSpace,effConv,4.06
hh0013,23FR,heatpumpAirSpace,effConv,4.06
hh0014,23FR,heatpumpAirSpace,effConv,4.06
hh0015,23FR,heatpumpAirSpace,effConv,4.06
hh0016,23FR,heatpumpAirSpace,effConv,4.06
hh0017,23FR,heatpumpAirSpace,effConv,4.058834259
hh0018,23FR,heatpumpAirSpace,effConv,4.059417129
hh0019,23FR,heatpumpAirSpace,effConv,3.849478638
hh0020,23FR,heatpumpAirSpace,effConv,3.866341135
hh0021,23FR,heatpumpAirSpace,effConv,3.379497356
hh0022,23FR,heatpumpAirSpace,effConv,3.545142479
hh0023,23FR,heatpumpAirSpace,effConv,2.915
hh0024,23FR,heatpumpAirSpace,effConv,3.794610859
hh0001,24FR,heatpumpAirSpace,effConv,3.517030908
hh0002,24FR,heatpumpAirSpace,effConv,3.556667611
hh0003,24FR,heatpumpAirSpace,effConv,3.307099458
hh0004,24FR,heatpumpAirSpace,effConv,3.79836703
hh0005,24FR,heatpumpAirSpace,effConv,3.912558727
hh0006,24FR,heatpumpAirSpace,effConv,3.84516544
hh0007,24FR,heatpumpAirSpace,effConv,3.728663783
hh0008,24FR,heatpumpAirSpace,effConv,3.946521792
hh0009,24FR,heatpumpAirSpace,effConv,4.032573501
hh0010,24FR,heatpumpAirSpace,effConv,4.059417129
hh0011,24FR,heatpumpAirSpace,effConv,4.06
hh0012,24FR,heatpumpAirSpace,effConv,4.06
hh0013,24FR,heatpumpAirSpace,effConv,4.06
hh0014,24FR,heatpumpAirSpace,effConv,4.06
hh0015,24FR,heatpumpAirSpace,effConv,4.06
hh0016,24FR,heatpumpAirSpace,effConv,4.06
hh0017,24FR,heatpumpAirSpace,effConv,4.058834259
hh0018,24FR,heatpumpAirSpace,effConv,4.059417129
hh0019,24FR,heatpumpAirSpace,effConv,3.849478638
hh0020,24FR,heatpumpAirSpace,effConv,3.866341135
hh0021,24FR,heatpumpAirSpace,effConv,3.379497356
hh0022,24FR,heatpumpAirSpace,effConv,3.545142479
hh0023,24FR,heatpumpAirSpace,effConv,2.915
hh0024,24FR,heatpumpAirSpace,effConv,3.794610859
hh0001,25FR,heatpumpAirSpace,effConv,3.517030908
hh0002,25FR,heatpumpAirSpace,effConv,3.556667611
hh0003,25FR,heatpumpAirSpace,effConv,3.307099458
hh0004,25FR,heatpumpAirSpace,effConv,3.79836703
hh0005,25FR,heatpumpAirSpace,effConv,3.912558727
hh0006,25FR,heatpumpAirSpace,effConv,3.84516544
hh0007,25FR,heatpumpAirSpace,effConv,3.728663783
hh0008,25FR,heatpumpAirSpace,effConv,3.946521792
hh0009,25FR,heatpumpAirSpace,effConv,4.032573501
hh0010,25FR,heatpumpAirSpace,effConv,4.059417129
hh0011,25FR,heatpumpAirSpace,effConv,4.06
hh0012,25FR,heatpumpAirSpace,effConv,4.06
hh0013,25FR,heatpumpAirSpace,effConv,4.06
hh0014,25FR,heatpumpAirSpace,effConv,4.06
hh0015,25FR,heatpumpAirSpace,effConv,4.06
hh0016,25FR,heatpumpAirSpace,effConv,4.06
hh0017,25FR,heatpumpAirSpace,effConv,4.058834259
hh0018,25FR,heatpumpAirSpace,effConv,4.059417129
hh0019,25FR,heatpumpAirSpace,effConv,3.849478638
hh0020,25FR,heatpumpAirSpace,effConv,3.866341135
hh0021,25FR,heatpumpAirSpace,effConv,3.379497356
hh0022,25FR,heatpumpAirSpace,effConv,3.545142479
hh0023,25FR,heatpumpAirSpace,effConv,2.915
hh0024,25FR,heatpumpAirSpace,effConv,3.794610859
hh0001,26FR,heatpumpAirSpace,effConv,3.517030908
hh0002,26FR,heatpumpAirSpace,effConv,3.556667611
hh0003,26FR,heatpumpAirSpace,effConv,3.307099458
hh0004,26FR,heatpumpAirSpace,effConv,3.79836703
hh0005,26FR,heatpumpAirSpace,effConv,3.912558727
hh0006,26FR,heatpumpAirSpace,effConv,3.84516544
hh0007,26FR,heatpumpAirSpace,effConv,3.728663783
hh0008,26FR,heatpumpAirSpace,effConv,3.946521792
hh0009,26FR,heatpumpAirSpace,effConv,4.032573501
hh0010,26FR,heatpumpAirSpace,effConv,4.059417129
hh0011,26FR,heatpumpAirSpace,effConv,4.06
hh0012,26FR,heatpumpAirSpace,effConv,4.06
hh0013,26FR,heatpumpAirSpace,effConv,4.06
hh0014,26FR,heatpumpAirSpace,effConv,4.06
hh0015,26FR,heatpumpAirSpace,effConv,4.06
hh0016,26FR,heatpumpAirSpace,effConv,4.06
hh0017,26FR,heatpumpAirSpace,effConv,4.058834259
hh0018,26FR,heatpumpAirSpace,effConv,4.059417129
hh0019,26FR,heatpumpAirSpace,effConv,3.849478638
hh0020,26FR,heatpumpAirSpace,effConv,3.866341135
hh0021,26FR,heatpumpAirSpace,effConv,3.379497356
hh0022,26FR,heatpumpAirSpace,effConv,3.545142479
hh0023,26FR,heatpumpAirSpace,effConv,2.915
hh0024,26FR,heatpumpAirSpace,effConv,3.794610859
hh0001,27FR,heatpumpAirSpace,effConv,3.517030908
hh0002,27FR,heatpumpAirSpace,effConv,3.556667611
hh0003,27FR,heatpumpAirSpace,effConv,3.307099458
hh0004,27FR,heatpumpAirSpace,effConv,3.79836703
hh0005,27FR,heatpumpAirSpace,effConv,3.912558727
hh0006,27FR,heatpumpAirSpace,effConv,3.84516544
hh0007,27FR,heatpumpAirSpace,effConv,3.728663783
hh0008,27FR,heatpumpAirSpace,effConv,3.946521792
hh0009,27FR,heatpumpAirSpace,effConv,4.032573501
hh0010,27FR,heatpumpAirSpace,effConv,4.059417129
hh0011,27FR,heatpumpAirSpace,effConv,4.06
hh0012,27FR,heatpumpAirSpace,effConv,4.06
hh0013,27FR,heatpumpAirSpace,effConv,4.06
hh0014,27FR,heatpumpAirSpace,effConv,4.06
hh0015,27FR,heatpumpAirSpace,effConv,4.06
hh0016,27FR,heatpumpAirSpace,effConv,4.06
hh0017,27FR,heatpumpAirSpace,effConv,4.058834259
hh0018,27FR,heatpumpAirSpace,effConv,4.059417129
hh0019,27FR,heatpumpAirSpace,effConv,3.849478638
hh0020,27FR,heatpumpAirSpace,effConv,3.866341135
hh0021,27FR,heatpumpAirSpace,effConv,3.379497356
hh0022,27FR,heatpumpAirSpace,effConv,3.545142479
hh0023,27FR,heatpumpAirSpace,effConv,2.915
hh0024,27FR,heatpumpAirSpace,effConv,3.794610859
hh0001,99FR,heatpumpAirSpace,effConv,3.517030908
hh0002,99FR,heatpumpAirSpace,effConv,3.556667611
hh0003,99FR,heatpumpAirSpace,effConv,3.307099458
hh0004,99FR,heatpumpAirSpace,effConv,3.79836703
hh0005,99FR,heatpumpAirSpace,effConv,3.912558727
hh0006,99FR,heatpumpAirSpace,effConv,3.84516544
hh0007,99FR,heatpumpAirSpace,effConv,3.728663783
hh0008,99FR,heatpumpAirSpace,effConv,3.946521792
hh0009,99FR,heatpumpAirSpace,effConv,4.032573501
hh0010,99FR,heatpumpAirSpace,effConv,4.059417129
hh0011,99FR,heatpumpAirSpace,effConv,4.06
hh0012,99FR,heatpumpAirSpace,effConv,4.06
hh0013,99FR,heatpumpAirSpace,effConv,4.06
hh0014,99FR,heatpumpAirSpace,effConv,4.06
hh0015,99FR,heatpumpAirSpace,effConv,4.06
hh0016,99FR,heatpumpAirSpace,effConv,4.06
hh0017,99FR,heatpumpAirSpace,effConv,4.058834259
hh0018,99FR,heatpumpAirSpace,effConv,4.059417129
hh0019,99FR,heatpumpAirSpace,effConv,3.849478638
hh0020,99FR,heatpumpAirSpace,effConv,3.866341135
hh0021,99FR,heatpumpAirSpace,effConv,3.379497356
hh0022,99FR,heatpumpAirSpace,effConv,3.545142479
hh0023,99FR,heatpumpAirSpace,effConv,2.915
hh0024,99FR,heatpumpAirSpace,effConv,3.794610859
hh0001,49AT,heatpumpAirSpace,effConv,2.648358276
hh0002,49AT,heatpumpAirSpace,effConv,3.345098751
hh0003,49AT,heatpumpAirSpace,effConv,3.116823236
hh0004,49AT,heatpumpAirSpace,effConv,3.653902558
hh0005,49AT,heatpumpAirSpace,effConv,3.67953941
hh0006,49AT,heatpumpAirSpace,effConv,3.490656041
hh0007,49AT,heatpumpAirSpace,effConv,3.6440029
hh0008,49AT,heatpumpAirSpace,effConv,3.774010853
hh0009,49AT,heatpumpAirSpace,effConv,3.935998245
hh0010,49AT,heatpumpAirSpace,effConv,4.055335369
hh0011,49AT,heatpumpAirSpace,effConv,4.049492053
hh0012,49AT,heatpumpAirSpace,effConv,4.05591078
hh0013,49AT,heatpumpAirSpace,effConv,4.047740301
hh0014,49AT,heatpumpAirSpace,effConv,4.05358762
hh0015,49AT,heatpumpAirSpace,effConv,4.045982164
hh0016,49AT,heatpumpAirSpace,effConv,4.06
hh0017,49AT,heatpumpAirSpace,effConv,3.959771877
hh0018,49AT,heatpumpAirSpace,effConv,3.929315466
hh0019,49AT,heatpumpAirSpace,effConv,3.727983352
hh0020,49AT,heatpumpAirSpace,effConv,3.774274388
hh0021,49AT,heatpumpAirSpace,effConv,3.15282742
hh0022,49AT,heatpumpAirSpace,effConv,3.412897536
hh0023,49AT,heatpumpAirSpace,effConv,2.52
hh0024,49AT,heatpumpAirSpace,effConv,3.201719546
hh0001,50AT,heatpumpAirSpace,effConv,2.648358276
hh0002,50AT,heatpumpAirSpace,effConv,3.345098751
hh0003,50AT,heatpumpAirSpace,effConv,3.116823236
hh0004,50AT,heatpumpAirSpace,effConv,3.653902558
hh0005,50AT,heatpumpAirSpace,effConv,3.67953941
hh0006,50AT,heatpumpAirSpace,effConv,3.490656041
hh0007,50AT,heatpumpAirSpace,effConv,3.6440029
hh0008,50AT,heatpumpAirSpace,effConv,3.774010853
hh0009,50AT,heatpumpAirSpace,effConv,3.935998245
hh0010,50AT,heatpumpAirSpace,effConv,4.055335369
hh0011,50AT,heatpumpAirSpace,effConv,4.049492053
hh0012,50AT,heatpumpAirSpace,effConv,4.05591078
hh0013,50AT,heatpumpAirSpace,effConv,4.047740301
hh0014,50AT,heatpumpAirSpace,effConv,4.05358762
hh0015,50AT,heatpumpAirSpace,effConv,4.045982164
hh0016,50AT,heatpumpAirSpace,effConv,4.06
hh0017,50AT,heatpumpAirSpace,effConv,3.959771877
hh0018,50AT,heatpumpAirSpace,effConv,3.929315466
hh0019,50AT,heatpumpAirSpace,effConv,3.727983352
hh0020,50AT,heatpumpAirSpace,effConv,3.774274388
hh0021,50AT,heatpumpAirSpace,effConv,3.15282742
hh0022,50AT,heatpumpAirSpace,effConv,3.412897536
hh0023,50AT,heatpumpAirSpace,effConv,2.521007562
hh0024,50AT,heatpumpAirSpace,effConv,3.201719546
hh0001,51AT,heatpumpAirSpace,effConv,2.648358276
hh0002,51AT,heatpumpAirSpace,effConv,3.345098751
hh0003,51AT,heatpumpAirSpace,effConv,3.116823236
hh0004,51AT,heatpumpAirSpace,effConv,3.653902558
hh0005,51AT,heatpumpAirSpace,effConv,3.67953941
hh0006,51AT,heatpumpAirSpace,effConv,3.490656041
hh0007,51AT,heatpumpAirSpace,effConv,3.6440029
hh0008,51AT,heatpumpAirSpace,effConv,3.774010853
hh0009,51AT,heatpumpAirSpace,effConv,3.935998245
hh0010,51AT,heatpumpAirSpace,effConv,4.055335369
hh0011,51AT,heatpumpAirSpace,effConv,4.049492053
hh0012,51AT,heatpumpAirSpace,effConv,4.05591078
hh0013,51AT,heatpumpAirSpace,effConv,4.047740301
hh0014,51AT,heatpumpAirSpace,effConv,4.05358762
hh0015,51AT,heatpumpAirSpace,effConv,4.045982164
hh0016,51AT,heatpumpAirSpace,effConv,4.06
hh0017,51AT,heatpumpAirSpace,effConv,3.959771877
hh0018,51AT,heatpumpAirSpace,effConv,3.929315466
hh0019,51AT,heatpumpAirSpace,effConv,3.727983352
hh0020,51AT,heatpumpAirSpace,effConv,3.774274388
hh0021,51AT,heatpumpAirSpace,effConv,3.15282742
hh0022,51AT,heatpumpAirSpace,effConv,3.412897536
hh0023,51AT,heatpumpAirSpace,effConv,2.521903319
hh0024,51AT,heatpumpAirSpace,effConv,3.201719546
hh0001,66BG,heatpumpAirSpace,effConv,2.546225522
hh0002,66BG,heatpumpAirSpace,effConv,3.142346328
hh0003,66BG,heatpumpAirSpace,effConv,3.244517336
hh0004,66BG,heatpumpAirSpace,effConv,3.766881076
hh0005,66BG,heatpumpAirSpace,effConv,3.983948739
hh0006,66BG,heatpumpAirSpace,effConv,3.806834761
hh0007,66BG,heatpumpAirSpace,effConv,3.901075633
hh0008,66BG,heatpumpAirSpace,effConv,3.995081528
hh0009,66BG,heatpumpAirSpace,effConv,4.045378814
hh0010,66BG,heatpumpAirSpace,effConv,4.06
hh0011,66BG,heatpumpAirSpace,effConv,4.06
hh0012,66BG,heatpumpAirSpace,effConv,4.06
hh0013,66BG,heatpumpAirSpace,effConv,4.056983297
hh0014,66BG,heatpumpAirSpace,effConv,4.053966593
hh0015,66BG,heatpumpAirSpace,effConv,4.06
hh0016,66BG,heatpumpAirSpace,effConv,4.06
hh0017,66BG,heatpumpAirSpace,effConv,4.04281383
hh0018,66BG,heatpumpAirSpace,effConv,3.978053535
hh0019,66BG,heatpumpAirSpace,effConv,3.934729879
hh0020,66BG,heatpumpAirSpace,effConv,3.922713705
hh0021,66BG,heatpumpAirSpace,effConv,3.440372147
hh0022,66BG,heatpumpAirSpace,effConv,3.870716214
hh0023,66BG,heatpumpAirSpace,effConv,2.18
hh0024,66BG,heatpumpAirSpace,effConv,3.055376148
hh0001,96IE,heatpumpAirSpace,effConv,3.899823904
hh0002,96IE,heatpumpAirSpace,effConv,3.901306564
hh0003,96IE,heatpumpAirSpace,effConv,3.604536626
hh0004,96IE,heatpumpAirSpace,effConv,3.604489266
hh0005,96IE,heatpumpAirSpace,effConv,3.916323305
hh0006,96IE,heatpumpAirSpace,effConv,3.889274168
hh0007,96IE,heatpumpAirSpace,effConv,3.542289162
hh0008,96IE,heatpumpAirSpace,effConv,3.867241116
hh0009,96IE,heatpumpAirSpace,effConv,4.009810468
hh0010,96IE,heatpumpAirSpace,effConv,4.056717763
hh0011,96IE,heatpumpAirSpace,effConv,4.06
hh0012,96IE,heatpumpAirSpace,effConv,4.06
hh0013,96IE,heatpumpAirSpace,effConv,4.06
hh0014,96IE,heatpumpAirSpace,effConv,4.06
hh0015,96IE,heatpumpAirSpace,effConv,4.058372067
hh0016,96IE,heatpumpAirSpace,effConv,4.06
hh0017,96IE,heatpumpAirSpace,effConv,4.06
hh0018,96IE,heatpumpAirSpace,effConv,4.036805385
hh0019,96IE,heatpumpAirSpace,effConv,3.969914652
hh0020,96IE,heatpumpAirSpace,effConv,3.911479161
hh0021,96IE,heatpumpAirSpace,effConv,3.952426557
hh0022,96IE,heatpumpAirSpace,effConv,3.187443229
hh0023,96IE,heatpumpAirSpace,effConv,3.771555584
hh0024,96IE,heatpumpAirSpace,effConv,3.448940814
hh0001,46SK,heatpumpAirSpace,effConv,2.686250503
hh0002,46SK,heatpumpAirSpace,effConv,3.508731444
hh0003,46SK,heatpumpAirSpace,effConv,3.27835522
hh0004,46SK,heatpumpAirSpace,effConv,3.637697878
hh0005,46SK,heatpumpAirSpace,effConv,3.785281397
hh0006,46SK,heatpumpAirSpace,effConv,3.582463849
hh0007,46SK,heatpumpAirSpace,effConv,3.801868256
hh0008,46SK,heatpumpAirSpace,effConv,3.985380144
hh0009,46SK,heatpumpAirSpace,effConv,4.055228037
hh0010,46SK,heatpumpAirSpace,effConv,4.06
hh0011,46SK,heatpumpAirSpace,effConv,4.06
hh0012,46SK,heatpumpAirSpace,effConv,4.06
hh0013,46SK,heatpumpAirSpace,effConv,4.06
hh0014,46SK,heatpumpAirSpace,effConv,4.06
hh0015,46SK,heatpumpAirSpace,effConv,4.06
hh0016,46SK,heatpumpAirSpace,effConv,4.06
hh0017,46SK,heatpumpAirSpace,effConv,3.993329595
hh0018,46SK,heatpumpAirSpace,effConv,3.974946158
hh0019,46SK,heatpumpAirSpace,effConv,3.7803802
hh0020,46SK,heatpumpAirSpace,effConv,3.82092939
hh0021,46SK,heatpumpAirSpace,effConv,3.311413668
hh0022,46SK,heatpumpAirSpace,effConv,3.626268496
hh0023,46SK,heatpumpAirSpace,effConv,2.48
hh0024,46SK,heatpumpAirSpace,effConv,3.143212766
hh0001,31DE,heatpumpAirSpace,effConv,3.004886948
hh0002,31DE,heatpumpAirSpace,effConv,3.577464619
hh0003,31DE,heatpumpAirSpace,effConv,3.471803648
hh0004,31DE,heatpumpAirSpace,effConv,3.708212568
hh0005,31DE,heatpumpAirSpace,effConv,3.792487433
hh0006,31DE,heatpumpAirSpace,effConv,3.53287071
hh0007,31DE,heatpumpAirSpace,effConv,3.616877079
hh0008,31DE,heatpumpAirSpace,effConv,3.870134103
hh0009,31DE,heatpumpAirSpace,effConv,4.033300864
hh0010,31DE,heatpumpAirSpace,effConv,4.06
hh0011,31DE,heatpumpAirSpace,effConv,4.06
hh0012,31DE,heatpumpAirSpace,effConv,4.06
hh0013,31DE,heatpumpAirSpace,effConv,4.058889941
hh0014,31DE,heatpumpAirSpace,effConv,4.059444971
hh0015,31DE,heatpumpAirSpace,effConv,4.06
hh0016,31DE,heatpumpAirSpace,effConv,4.06
hh0017,31DE,heatpumpAirSpace,effConv,4.046046348
hh0018,31DE,heatpumpAirSpace,effConv,4.052768503
hh0019,31DE,heatpumpAirSpace,effConv,3.825809319
hh0020,31DE,heatpumpAirSpace,effConv,3.824182681
hh0021,31DE,heatpumpAirSpace,effConv,3.430442066
hh0022,31DE,heatpumpAirSpace,effConv,3.333217265
hh0023,31DE,heatpumpAirSpace,effConv,2.64
hh0024,31DE,heatpumpAirSpace,effConv,3.562297434
hh0001,32DE,heatpumpAirSpace,effConv,3.004886948
hh0002,32DE,heatpumpAirSpace,effConv,3.577464619
hh0003,32DE,heatpumpAirSpace,effConv,3.471803648
hh0004,32DE,heatpumpAirSpace,effConv,3.708212568
hh0005,32DE,heatpumpAirSpace,effConv,3.792487433
hh0006,32DE,heatpumpAirSpace,effConv,3.53287071
hh0007,32DE,heatpumpAirSpace,effConv,3.616877079
hh0008,32DE,heatpumpAirSpace,effConv,3.870134103
hh0009,32DE,heatpumpAirSpace,effConv,4.033300864
hh0010,32DE,heatpumpAirSpace,effConv,4.06
hh0011,32DE,heatpumpAirSpace,effConv,4.06
hh0012,32DE,heatpumpAirSpace,effConv,4.06
hh0013,32DE,heatpumpAirSpace,effConv,4.058889941
hh0014,32DE,heatpumpAirSpace,effConv,4.059444971
hh0015,32DE,heatpumpAirSpace,effConv,4.06
hh0016,32DE,heatpumpAirSpace,effConv,4.06
hh0017,32DE,heatpumpAirSpace,effConv,4.046046348
hh0018,32DE,heatpumpAirSpace,effConv,4.052768503
hh0019,32DE,heatpumpAirSpace,effConv,3.825809319
hh0020,32DE,heatpumpAirSpace,effConv,3.824182681
hh0021,32DE,heatpumpAirSpace,effConv,3.430442066
hh0022,32DE,heatpumpAirSpace,effConv,3.333217265
hh0023,32DE,heatpumpAirSpace,effConv,2.64
hh0024,32DE,heatpumpAirSpace,effConv,3.562297434
hh0001,33DE,heatpumpAirSpace,effConv,3.004886948
hh0002,33DE,heatpumpAirSpace,effConv,3.577464619
hh0003,33DE,heatpumpAirSpace,effConv,3.471803648
hh0004,33DE,heatpumpAirSpace,effConv,3.708212568
hh0005,33DE,heatpumpAirSpace,effConv,3.792487433
hh0006,33DE,heatpumpAirSpace,effConv,3.53287071
hh0007,33DE,heatpumpAirSpace,effConv,3.616877079
hh0008,33DE,heatpumpAirSpace,effConv,3.870134103
hh0009,33DE,heatpumpAirSpace,effConv,4.033300864
hh0010,33DE,heatpumpAirSpace,effConv,4.06
hh0011,33DE,heatpumpAirSpace,effConv,4.06
hh0012,33DE,heatpumpAirSpace,effConv,4.06
hh0013,33DE,heatpumpAirSpace,effConv,4.058889941
hh0014,33DE,heatpumpAirSpace,effConv,4.059444971
hh0015,33DE,heatpumpAirSpace,effConv,4.06
hh0016,33DE,heatpumpAirSpace,effConv,4.06
hh0017,33DE,heatpumpAirSpace,effConv,4.046046348
hh0018,33DE,heatpumpAirSpace,effConv,4.052768503
hh0019,33DE,heatpumpAirSpace,effConv,3.825809319
hh0020,33DE,heatpumpAirSpace,effConv,3.824182681
hh0021,33DE,heatpumpAirSpace,effConv,3.430442066
hh0022,33DE,heatpumpAirSpace,effConv,3.333217265
hh0023,33DE,heatpumpAirSpace,effConv,2.64
hh0024,33DE,heatpumpAirSpace,effConv,3.562297434
hh0001,34DE,heatpumpAirSpace,effConv,3.004886948
hh0002,34DE,heatpumpAirSpace,effConv,3.577464619
hh0003,34DE,heatpumpAirSpace,effConv,3.471803648
hh0004,34DE,heatpumpAirSpace,effConv,3.708212568
hh0005,34DE,heatpumpAirSpace,effConv,3.792487433
hh0006,34DE,heatpumpAirSpace,effConv,3.53287071
hh0007,34DE,heatpumpAirSpace,effConv,3.616877079
hh0008,34DE,heatpumpAirSpace,effConv,3.870134103
hh0009,34DE,heatpumpAirSpace,effConv,4.033300864
hh0010,34DE,heatpumpAirSpace,effConv,4.06
hh0011,34DE,heatpumpAirSpace,effConv,4.06
hh0012,34DE,heatpumpAirSpace,effConv,4.06
hh0013,34DE,heatpumpAirSpace,effConv,4.058889941
hh0014,34DE,heatpumpAirSpace,effConv,4.059444971
hh0015,34DE,heatpumpAirSpace,effConv,4.06
hh0016,34DE,heatpumpAirSpace,effConv,4.06
hh0017,34DE,heatpumpAirSpace,effConv,4.046046348
hh0018,34DE,heatpumpAirSpace,effConv,4.052768503
hh0019,34DE,heatpumpAirSpace,effConv,3.825809319
hh0020,34DE,heatpumpAirSpace,effConv,3.824182681
hh0021,34DE,heatpumpAirSpace,effConv,3.430442066
hh0022,34DE,heatpumpAirSpace,effConv,3.333217265
hh0023,34DE,heatpumpAirSpace,effConv,2.64
hh0024,34DE,heatpumpAirSpace,effConv,3.562297434
hh0001,35DE,heatpumpAirSpace,effConv,3.004886948
hh0002,35DE,heatpumpAirSpace,effConv,3.577464619
hh0003,35DE,heatpumpAirSpace,effConv,3.471803648
hh0004,35DE,heatpumpAirSpace,effConv,3.708212568
hh0005,35DE,heatpumpAirSpace,effConv,3.792487433
hh0006,35DE,heatpumpAirSpace,effConv,3.53287071
hh0007,35DE,heatpumpAirSpace,effConv,3.616877079
hh0008,35DE,heatpumpAirSpace,effConv,3.870134103
hh0009,35DE,heatpumpAirSpace,effConv,4.033300864
hh0010,35DE,heatpumpAirSpace,effConv,4.06
hh0011,35DE,heatpumpAirSpace,effConv,4.06
hh0012,35DE,heatpumpAirSpace,effConv,4.06
hh0013,35DE,heatpumpAirSpace,effConv,4.058889941
hh0014,35DE,heatpumpAirSpace,effConv,4.059444971
hh0015,35DE,heatpumpAirSpace,effConv,4.06
hh0016,35DE,heatpumpAirSpace,effConv,4.06
hh0017,35DE,heatpumpAirSpace,effConv,4.046046348
hh0018,35DE,heatpumpAirSpace,effConv,4.052768503
hh0019,35DE,heatpumpAirSpace,effConv,3.825809319
hh0020,35DE,heatpumpAirSpace,effConv,3.824182681
hh0021,35DE,heatpumpAirSpace,effConv,3.430442066
hh0022,35DE,heatpumpAirSpace,effConv,3.333217265
hh0023,35DE,heatpumpAirSpace,effConv,2.64
hh0024,35DE,heatpumpAirSpace,effConv,3.562297434
hh0001,36DE,heatpumpAirSpace,effConv,3.004886948
hh0002,36DE,heatpumpAirSpace,effConv,3.577464619
hh0003,36DE,heatpumpAirSpace,effConv,3.471803648
hh0004,36DE,heatpumpAirSpace,effConv,3.708212568
hh0005,36DE,heatpumpAirSpace,effConv,3.792487433
hh0006,36DE,heatpumpAirSpace,effConv,3.53287071
hh0007,36DE,heatpumpAirSpace,effConv,3.616877079
hh0008,36DE,heatpumpAirSpace,effConv,3.870134103
hh0009,36DE,heatpumpAirSpace,effConv,4.033300864
hh0010,36DE,heatpumpAirSpace,effConv,4.06
hh0011,36DE,heatpumpAirSpace,effConv,4.06
hh0012,36DE,heatpumpAirSpace,effConv,4.06
hh0013,36DE,heatpumpAirSpace,effConv,4.058889941
hh0014,36DE,heatpumpAirSpace,effConv,4.059444971
hh0015,36DE,heatpumpAirSpace,effConv,4.06
hh0016,36DE,heatpumpAirSpace,effConv,4.06
hh0017,36DE,heatpumpAirSpace,effConv,4.046046348
hh0018,36DE,heatpumpAirSpace,effConv,4.052768503
hh0019,36DE,heatpumpAirSpace,effConv,3.825809319
hh0020,36DE,heatpumpAirSpace,effConv,3.824182681
hh0021,36DE,heatpumpAirSpace,effConv,3.430442066
hh0022,36DE,heatpumpAirSpace,effConv,3.333217265
hh0023,36DE,heatpumpAirSpace,effConv,2.64
hh0024,36DE,heatpumpAirSpace,effConv,3.562297434
hh0001,37DE,heatpumpAirSpace,effConv,3.004886948
hh0002,37DE,heatpumpAirSpace,effConv,3.577464619
hh0003,37DE,heatpumpAirSpace,effConv,3.471803648
hh0004,37DE,heatpumpAirSpace,effConv,3.708212568
hh0005,37DE,heatpumpAirSpace,effConv,3.792487433
hh0006,37DE,heatpumpAirSpace,effConv,3.53287071
hh0007,37DE,heatpumpAirSpace,effConv,3.616877079
hh0008,37DE,heatpumpAirSpace,effConv,3.870134103
hh0009,37DE,heatpumpAirSpace,effConv,4.033300864
hh0010,37DE,heatpumpAirSpace,effConv,4.06
hh0011,37DE,heatpumpAirSpace,effConv,4.06
hh0012,37DE,heatpumpAirSpace,effConv,4.06
hh0013,37DE,heatpumpAirSpace,effConv,4.058889941
hh0014,37DE,heatpumpAirSpace,effConv,4.059444971
hh0015,37DE,heatpumpAirSpace,effConv,4.06
hh0016,37DE,heatpumpAirSpace,effConv,4.06
hh0017,37DE,heatpumpAirSpace,effConv,4.046046348
hh0018,37DE,heatpumpAirSpace,effConv,4.052768503
hh0019,37DE,heatpumpAirSpace,effConv,3.825809319
hh0020,37DE,heatpumpAirSpace,effConv,3.824182681
hh0021,37DE,heatpumpAirSpace,effConv,3.430442066
hh0022,37DE,heatpumpAirSpace,effConv,3.333217265
hh0023,37DE,heatpumpAirSpace,effConv,2.64
hh0024,37DE,heatpumpAirSpace,effConv,3.562297434
hh0001,64ME,heatpumpAirSpace,effConv,2.903162642
hh0002,64ME,heatpumpAirSpace,effConv,3.528608324
hh0003,64ME,heatpumpAirSpace,effConv,3.493346051
hh0004,64ME,heatpumpAirSpace,effConv,3.81225972
hh0005,64ME,heatpumpAirSpace,effConv,3.954246652
hh0006,64ME,heatpumpAirSpace,effConv,3.877151117
hh0007,64ME,heatpumpAirSpace,effConv,3.959115192
hh0008,64ME,heatpumpAirSpace,effConv,4.024242436
hh0009,64ME,heatpumpAirSpace,effConv,4.06
hh0010,64ME,heatpumpAirSpace,effConv,4.06
hh0011,64ME,heatpumpAirSpace,effConv,4.06
hh0012,64ME,heatpumpAirSpace,effConv,4.06
hh0013,64ME,heatpumpAirSpace,effConv,4.06
hh0014,64ME,heatpumpAirSpace,effConv,4.06
hh0015,64ME,heatpumpAirSpace,effConv,4.06
hh0016,64ME,heatpumpAirSpace,effConv,4.06
hh0017,64ME,heatpumpAirSpace,effConv,4.06
hh0018,64ME,heatpumpAirSpace,effConv,4.052449334
hh0019,64ME,heatpumpAirSpace,effConv,3.939042038
hh0020,64ME,heatpumpAirSpace,effConv,3.97811799
hh0021,64ME,heatpumpAirSpace,effConv,3.350407964
