iteration,crudeOil,HVC,CHP,LTH,MTH,HTH,DH,SpaceHeating,rawBiogas,syngas,coal
193,-405.6606516,-418.6393092,0,-2.49E-05,0,0,0,0,-0.000275292,0,0
194,-407.5810957,-434.9749473,-1.30E-05,-0.000340843,-1.30E-05,-1.947831809,-1.16E-05,0,-0.831676567,0,-9.04E-05
195,-330.171274,-566.1233896,0,0,0,0,0,0,-8.29E-05,0,0
196,-430.8985801,-380.8575241,0,0,0,0,0,0,-0.000216359,0,0
197,-228.0298237,-126.9895359,-0.00012701,-0.021947172,-4.10E-05,-311.6704897,0,-23.60318537,-35.41755081,0,-8.73E-05
198,-345.391252,-466.0724727,0,0,0,0,0,0,-6.50E-05,0,0
199,-315.0177882,-251.0630615,-2.49E-05,-0.000146099,0,-58.83216066,0,-13.34562176,-0.000273312,0,-9.70E-05
200,-211.291271,-383.7927364,-0.000151236,-0.000773928,-1.40E-05,-158.5516,0,-11.97282241,-0.670766588,-0.000113847,-0.000652274
201,-356.1890591,-449.0882153,0,0,0,0,0,0,-3.84E-05,0,0
202,-397.6801597,-483.7223525,0,-2.32E-05,0,-5.44E-05,0,0,-0.000440809,0,-1.09E-05
203,-398.8291717,-581.6793315,0,0,0,0,0,0,-0.000135752,0,0
204,-345.9707381,-476.0188662,0,0,0,0,0,0,-0.000206012,0,0
205,-245.3471098,-567.8827927,0,-0.1101645,0,-123.2382442,0,0,-52.61252309,0,0
206,-363.6382462,-477.6808824,0,0,0,0,0,0,-7.43E-05,0,0
207,-392.9101784,-375.8212404,0,0,0,0,0,0,-0.000195455,0,0
208,-344.925926,-483.6778413,0,0,0,0,0,0,-2.18E-05,0,0
209,-588.480533,-192.4482387,0,0,0,0,0,0,-1.30E-05,0,0
210,-111.0110789,-0.000122514,-4.51E-05,-0.00027575,0,-0.355660393,0,0,-0.021604119,-2.10E-05,-5.46E-05
211,-275.6352898,-600.9507655,0,0,0,0,0,0,-7.02E-05,0,0
212,-300.8193892,-512.7467392,-2.70E-05,-0.024880411,0,-29.97217218,-4.87E-05,0,-12.79527186,0,0
213,-285.7241942,-411.342463,0,0,0,-7.25E-05,0,0,-0.000412705,0,0
214,-172.1588766,-180.1634081,-0.000236391,-0.074906213,0,-316.7209099,-2.72E-05,-114.4084843,-18.08273633,-5.47E-05,-0.00029709
215,-396.6255894,-552.7186642,0,0,0,0,0,0,-1.13E-05,0,0
216,-282.4076649,-401.1954803,0,-0.028621266,-4.65E-05,-190.8351104,0,-0.363458738,-26.44836033,-6.74E-05,-0.000130153
217,-395.4337746,-597.1599442,0,-1.15E-05,0,0,0,0,-0.000306831,0,0
218,-353.6475354,-350.2635579,-1.11E-05,-2.25E-05,0,0,0,0,-0.00020906,0,0
