timestep_4,region_4,technology_3,parameter,value
hh0142,12PT,heatpumpAirSpace,effConv,3.900386007
hh0143,12PT,heatpumpAirSpace,effConv,3.884675902
hh0144,12PT,heatpumpAirSpace,effConv,3.921789512
hh0145,12PT,heatpumpAirSpace,effConv,3.986039114
hh0146,12PT,heatpumpAirSpace,effConv,4.045219887
hh0147,12PT,heatpumpAirSpace,effConv,4.06
hh0148,12PT,heatpumpAirSpace,effConv,4.027956792
hh0149,12PT,heatpumpAirSpace,effConv,4.007413587
hh0150,12PT,heatpumpAirSpace,effConv,3.974513484
hh0151,12PT,heatpumpAirSpace,effConv,3.986040217
hh0152,12PT,heatpumpAirSpace,effConv,4.007414372
hh0153,12PT,heatpumpAirSpace,effConv,3.989312776
hh0154,12PT,heatpumpAirSpace,effConv,3.922644149
hh0155,12PT,heatpumpAirSpace,effConv,3.932485466
hh0156,12PT,heatpumpAirSpace,effConv,3.99425343
hh0157,12PT,heatpumpAirSpace,effConv,3.971231384
hh0158,12PT,heatpumpAirSpace,effConv,3.987672791
hh0159,12PT,heatpumpAirSpace,effConv,3.987655887
hh0160,12PT,heatpumpAirSpace,effConv,3.965464101
hh0161,12PT,heatpumpAirSpace,effConv,4.00575806
hh0162,12PT,heatpumpAirSpace,effConv,4.045218168
hh0163,12PT,heatpumpAirSpace,effConv,4.052610799
hh0164,12PT,heatpumpAirSpace,effConv,4.045219887
hh0165,12PT,heatpumpAirSpace,effConv,4.06
hh0166,12PT,heatpumpAirSpace,effConv,4.06
hh0167,12PT,heatpumpAirSpace,effConv,4.06
hh0168,12PT,heatpumpAirSpace,effConv,4.06
hh0169,12PT,heatpumpAirSpace,effConv,4.06
hh0170,12PT,heatpumpAirSpace,effConv,4.06
hh0171,12PT,heatpumpAirSpace,effConv,4.06
hh0172,12PT,heatpumpAirSpace,effConv,4.052610229
hh0173,12PT,heatpumpAirSpace,effConv,4.0485048
hh0174,12PT,heatpumpAirSpace,effConv,4.051789143
hh0175,12PT,heatpumpAirSpace,effConv,4.040291656
hh0176,12PT,heatpumpAirSpace,effConv,4.06
hh0177,12PT,heatpumpAirSpace,effConv,4.06
hh0178,12PT,heatpumpAirSpace,effConv,4.06
hh0179,12PT,heatpumpAirSpace,effConv,4.06
hh0180,12PT,heatpumpAirSpace,effConv,4.06
hh0181,12PT,heatpumpAirSpace,effConv,4.06
hh0182,12PT,heatpumpAirSpace,effConv,4.06
hh0183,12PT,heatpumpAirSpace,effConv,4.06
hh0184,12PT,heatpumpAirSpace,effConv,4.06
hh0185,12PT,heatpumpAirSpace,effConv,4.06
hh0186,12PT,heatpumpAirSpace,effConv,4.06
hh0187,12PT,heatpumpAirSpace,effConv,4.06
hh0188,12PT,heatpumpAirSpace,effConv,4.06
hh0189,12PT,heatpumpAirSpace,effConv,4.06
hh0190,12PT,heatpumpAirSpace,effConv,4.06
hh0191,12PT,heatpumpAirSpace,effConv,4.06
hh0192,12PT,heatpumpAirSpace,effConv,4.06
hh0193,12PT,heatpumpAirSpace,effConv,4.06
hh0194,12PT,heatpumpAirSpace,effConv,4.06
hh0195,12PT,heatpumpAirSpace,effConv,4.06
hh0196,12PT,heatpumpAirSpace,effConv,4.06
hh0197,12PT,heatpumpAirSpace,effConv,4.06
hh0198,12PT,heatpumpAirSpace,effConv,4.06
hh0199,12PT,heatpumpAirSpace,effConv,4.06
hh0200,12PT,heatpumpAirSpace,effConv,4.06
hh0201,12PT,heatpumpAirSpace,effConv,4.06
hh0202,12PT,heatpumpAirSpace,effConv,4.06
hh0203,12PT,heatpumpAirSpace,effConv,4.06
hh0204,12PT,heatpumpAirSpace,effConv,4.06
hh0205,12PT,heatpumpAirSpace,effConv,4.06
hh0206,12PT,heatpumpAirSpace,effConv,4.06
hh0207,12PT,heatpumpAirSpace,effConv,4.06
hh0208,12PT,heatpumpAirSpace,effConv,4.06
hh0209,12PT,heatpumpAirSpace,effConv,4.06
hh0210,12PT,heatpumpAirSpace,effConv,4.06
hh0211,12PT,heatpumpAirSpace,effConv,4.06
hh0212,12PT,heatpumpAirSpace,effConv,4.06
hh0213,12PT,heatpumpAirSpace,effConv,4.06
hh0214,12PT,heatpumpAirSpace,effConv,4.06
hh0215,12PT,heatpumpAirSpace,effConv,4.06
hh0216,12PT,heatpumpAirSpace,effConv,4.06
hh0217,12PT,heatpumpAirSpace,effConv,4.06
hh0218,12PT,heatpumpAirSpace,effConv,4.06
hh0219,12PT,heatpumpAirSpace,effConv,4.06
hh0220,12PT,heatpumpAirSpace,effConv,4.06
hh0221,12PT,heatpumpAirSpace,effConv,4.06
hh0222,12PT,heatpumpAirSpace,effConv,4.06
hh0223,12PT,heatpumpAirSpace,effConv,4.06
hh0224,12PT,heatpumpAirSpace,effConv,4.06
hh0225,12PT,heatpumpAirSpace,effConv,4.06
hh0226,12PT,heatpumpAirSpace,effConv,4.06
hh0227,12PT,heatpumpAirSpace,effConv,4.06
hh0228,12PT,heatpumpAirSpace,effConv,4.06
hh0229,12PT,heatpumpAirSpace,effConv,4.06
hh0230,12PT,heatpumpAirSpace,effConv,4.06
hh0231,12PT,heatpumpAirSpace,effConv,4.06
hh0232,12PT,heatpumpAirSpace,effConv,4.06
hh0233,12PT,heatpumpAirSpace,effConv,4.06
hh0234,12PT,heatpumpAirSpace,effConv,4.06
hh0235,12PT,heatpumpAirSpace,effConv,4.06
hh0236,12PT,heatpumpAirSpace,effConv,4.06
hh0237,12PT,heatpumpAirSpace,effConv,4.06
hh0238,12PT,heatpumpAirSpace,effConv,4.06
hh0239,12PT,heatpumpAirSpace,effConv,4.06
hh0240,12PT,heatpumpAirSpace,effConv,4.06
hh0241,12PT,heatpumpAirSpace,effConv,4.06
hh0242,12PT,heatpumpAirSpace,effConv,4.06
hh0243,12PT,heatpumpAirSpace,effConv,4.06
hh0244,12PT,heatpumpAirSpace,effConv,4.06
hh0245,12PT,heatpumpAirSpace,effConv,4.06
hh0246,12PT,heatpumpAirSpace,effConv,4.06
hh0247,12PT,heatpumpAirSpace,effConv,4.06
hh0248,12PT,heatpumpAirSpace,effConv,4.045219887
hh0249,12PT,heatpumpAirSpace,effConv,4.06
hh0250,12PT,heatpumpAirSpace,effConv,4.06
hh0251,12PT,heatpumpAirSpace,effConv,4.06
hh0252,12PT,heatpumpAirSpace,effConv,4.06
hh0253,12PT,heatpumpAirSpace,effConv,4.06
hh0254,12PT,heatpumpAirSpace,effConv,4.06
hh0255,12PT,heatpumpAirSpace,effConv,4.06
hh0256,12PT,heatpumpAirSpace,effConv,4.06
hh0257,12PT,heatpumpAirSpace,effConv,4.06
hh0258,12PT,heatpumpAirSpace,effConv,4.06
hh0259,12PT,heatpumpAirSpace,effConv,4.06
hh0260,12PT,heatpumpAirSpace,effConv,4.06
hh0261,12PT,heatpumpAirSpace,effConv,4.06
hh0262,12PT,heatpumpAirSpace,effConv,4.06
hh0263,12PT,heatpumpAirSpace,effConv,4.06
hh0264,12PT,heatpumpAirSpace,effConv,4.06
hh0265,12PT,heatpumpAirSpace,effConv,4.06
hh0266,12PT,heatpumpAirSpace,effConv,4.06
hh0267,12PT,heatpumpAirSpace,effConv,4.06
hh0268,12PT,heatpumpAirSpace,effConv,4.06
hh0269,12PT,heatpumpAirSpace,effConv,4.06
hh0270,12PT,heatpumpAirSpace,effConv,4.06
hh0271,12PT,heatpumpAirSpace,effConv,4.06
hh0272,12PT,heatpumpAirSpace,effConv,4.06
hh0273,12PT,heatpumpAirSpace,effConv,4.06
hh0274,12PT,heatpumpAirSpace,effConv,4.06
hh0275,12PT,heatpumpAirSpace,effConv,4.06
hh0276,12PT,heatpumpAirSpace,effConv,4.06
hh0277,12PT,heatpumpAirSpace,effConv,4.06
hh0278,12PT,heatpumpAirSpace,effConv,4.06
hh0279,12PT,heatpumpAirSpace,effConv,4.06
hh0280,12PT,heatpumpAirSpace,effConv,4.06
hh0281,12PT,heatpumpAirSpace,effConv,4.06
hh0282,12PT,heatpumpAirSpace,effConv,4.06
hh0283,12PT,heatpumpAirSpace,effConv,4.06
hh0284,12PT,heatpumpAirSpace,effConv,4.06
hh0285,12PT,heatpumpAirSpace,effConv,4.06
hh0286,12PT,heatpumpAirSpace,effConv,4.06
hh0287,12PT,heatpumpAirSpace,effConv,4.06
hh0288,12PT,heatpumpAirSpace,effConv,4.06
hh0289,12PT,heatpumpAirSpace,effConv,4.06
hh0290,12PT,heatpumpAirSpace,effConv,4.06
hh0291,12PT,heatpumpAirSpace,effConv,4.06
hh0292,12PT,heatpumpAirSpace,effConv,4.06
hh0293,12PT,heatpumpAirSpace,effConv,4.06
hh0294,12PT,heatpumpAirSpace,effConv,4.06
hh0295,12PT,heatpumpAirSpace,effConv,4.06
hh0296,12PT,heatpumpAirSpace,effConv,4.06
hh0297,12PT,heatpumpAirSpace,effConv,4.06
hh0298,12PT,heatpumpAirSpace,effConv,4.06
hh0299,12PT,heatpumpAirSpace,effConv,4.06
hh0300,12PT,heatpumpAirSpace,effConv,4.06
hh0301,12PT,heatpumpAirSpace,effConv,4.06
hh0302,12PT,heatpumpAirSpace,effConv,4.06
hh0303,12PT,heatpumpAirSpace,effConv,4.06
hh0304,12PT,heatpumpAirSpace,effConv,4.06
hh0305,12PT,heatpumpAirSpace,effConv,4.06
hh0306,12PT,heatpumpAirSpace,effConv,4.06
hh0307,12PT,heatpumpAirSpace,effConv,4.06
hh0308,12PT,heatpumpAirSpace,effConv,4.06
hh0309,12PT,heatpumpAirSpace,effConv,4.06
hh0310,12PT,heatpumpAirSpace,effConv,4.06
hh0311,12PT,heatpumpAirSpace,effConv,4.06
hh0312,12PT,heatpumpAirSpace,effConv,4.06
hh0313,12PT,heatpumpAirSpace,effConv,4.047683715
hh0314,12PT,heatpumpAirSpace,effConv,3.956403354
hh0315,12PT,heatpumpAirSpace,effConv,3.878933446
hh0316,12PT,heatpumpAirSpace,effConv,3.906169752
hh0317,12PT,heatpumpAirSpace,effConv,3.89297362
hh0318,12PT,heatpumpAirSpace,effConv,3.894624672
hh0319,12PT,heatpumpAirSpace,effConv,3.942424959
hh0320,12PT,heatpumpAirSpace,effConv,4.004947412
hh0321,12PT,heatpumpAirSpace,effConv,3.941552174
hh0322,12PT,heatpumpAirSpace,effConv,3.979385651
hh0323,12PT,heatpumpAirSpace,effConv,4.051789777
hh0324,12PT,heatpumpAirSpace,effConv,4.03372176
hh0325,12PT,heatpumpAirSpace,effConv,3.973704895
hh0326,12PT,heatpumpAirSpace,effConv,3.952292992
hh0327,12PT,heatpumpAirSpace,effConv,3.979452024
hh0328,12PT,heatpumpAirSpace,effConv,3.899535499
hh0329,12PT,heatpumpAirSpace,effConv,3.847472915
hh0330,12PT,heatpumpAirSpace,effConv,3.905334684
hh0331,12PT,heatpumpAirSpace,effConv,4.000846942
hh0332,12PT,heatpumpAirSpace,effConv,4.06
hh0333,12PT,heatpumpAirSpace,effConv,4.06
hh0334,12PT,heatpumpAirSpace,effConv,4.06
hh0335,12PT,heatpumpAirSpace,effConv,3.860756899
hh0336,12PT,heatpumpAirSpace,effConv,3.844265886
hh0337,12PT,heatpumpAirSpace,effConv,4.037828524
hh0338,12PT,heatpumpAirSpace,effConv,4.023856501
hh0339,12PT,heatpumpAirSpace,effConv,4.013985709
hh0340,12PT,heatpumpAirSpace,effConv,3.972059325
hh0341,12PT,heatpumpAirSpace,effConv,3.952288701
hh0342,12PT,heatpumpAirSpace,effConv,3.972874349
hh0343,12PT,heatpumpAirSpace,effConv,3.990979242
hh0344,12PT,heatpumpAirSpace,effConv,3.997539047
hh0345,12PT,heatpumpAirSpace,effConv,3.986833797
hh0346,12PT,heatpumpAirSpace,effConv,3.975328111
hh0347,12PT,heatpumpAirSpace,effConv,3.979456892
hh0348,12PT,heatpumpAirSpace,effConv,3.951482482
hh0349,12PT,heatpumpAirSpace,effConv,3.993446123
hh0350,12PT,heatpumpAirSpace,effConv,3.994246746
hh0351,12PT,heatpumpAirSpace,effConv,3.988503576
hh0352,12PT,heatpumpAirSpace,effConv,3.989332897
hh0353,12PT,heatpumpAirSpace,effConv,3.972875911
hh0354,12PT,heatpumpAirSpace,effConv,3.908644426
hh0355,12PT,heatpumpAirSpace,effConv,3.916882722
hh0356,12PT,heatpumpAirSpace,effConv,3.939064295
hh0357,12PT,heatpumpAirSpace,effConv,3.927572284
hh0358,12PT,heatpumpAirSpace,effConv,3.943235196
hh0359,12PT,heatpumpAirSpace,effConv,3.91937621
hh0360,12PT,heatpumpAirSpace,effConv,3.803042455
hh0361,12PT,heatpumpAirSpace,effConv,3.648896493
hh0362,12PT,heatpumpAirSpace,effConv,3.73845954
hh0363,12PT,heatpumpAirSpace,effConv,3.887114262
hh0364,12PT,heatpumpAirSpace,effConv,3.940650653
hh0365,12PT,heatpumpAirSpace,effConv,3.979440355
hh0366,12PT,heatpumpAirSpace,effConv,4.050147352
hh0367,12PT,heatpumpAirSpace,effConv,4.06
hh0368,12PT,heatpumpAirSpace,effConv,4.053431568
hh0369,12PT,heatpumpAirSpace,effConv,4.050146336
hh0370,12PT,heatpumpAirSpace,effConv,4.044398037
hh0371,12PT,heatpumpAirSpace,effConv,4.02961442
hh0372,12PT,heatpumpAirSpace,effConv,4.009068234
hh0373,12PT,heatpumpAirSpace,effConv,3.967115111
hh0374,12PT,heatpumpAirSpace,effConv,3.97534813
hh0375,12PT,heatpumpAirSpace,effConv,4.04028627
hh0376,12PT,heatpumpAirSpace,effConv,4.020570704
hh0377,12PT,heatpumpAirSpace,effConv,3.906201701
hh0378,12PT,heatpumpAirSpace,effConv,3.793117586
hh0379,12PT,heatpumpAirSpace,effConv,3.665503405
hh0380,12PT,heatpumpAirSpace,effConv,3.625687244
hh0381,12PT,heatpumpAirSpace,effConv,3.719102093
hh0382,12PT,heatpumpAirSpace,effConv,3.662196883
hh0383,12PT,heatpumpAirSpace,effConv,3.579863232
hh0384,12PT,heatpumpAirSpace,effConv,3.750943173
hh0385,12PT,heatpumpAirSpace,effConv,3.585761085
hh0386,12PT,heatpumpAirSpace,effConv,3.656468913
hh0387,12PT,heatpumpAirSpace,effConv,3.787156661
hh0388,12PT,heatpumpAirSpace,effConv,3.475922722
hh0389,12PT,heatpumpAirSpace,effConv,3.464246522
hh0390,12PT,heatpumpAirSpace,effConv,3.50997865
hh0391,12PT,heatpumpAirSpace,effConv,3.508226944
hh0392,12PT,heatpumpAirSpace,effConv,3.868928355
hh0393,12PT,heatpumpAirSpace,effConv,3.128099281
hh0394,12PT,heatpumpAirSpace,effConv,2.959828551
hh0395,12PT,heatpumpAirSpace,effConv,2.964353434
hh0396,12PT,heatpumpAirSpace,effConv,3.497894193
hh0397,12PT,heatpumpAirSpace,effConv,3.723460638
hh0398,12PT,heatpumpAirSpace,effConv,3.323435591
hh0399,12PT,heatpumpAirSpace,effConv,3.195200241
hh0400,12PT,heatpumpAirSpace,effConv,3.192328938
hh0401,12PT,heatpumpAirSpace,effConv,3.397148334
hh0402,12PT,heatpumpAirSpace,effConv,3.45162984
hh0403,12PT,heatpumpAirSpace,effConv,3.409662124
hh0404,12PT,heatpumpAirSpace,effConv,3.637360785
hh0405,12PT,heatpumpAirSpace,effConv,3.802995568
hh0406,12PT,heatpumpAirSpace,effConv,3.931676623
hh0407,12PT,heatpumpAirSpace,effConv,3.996718556
hh0408,12PT,heatpumpAirSpace,effConv,4.023858116
hh0409,12PT,heatpumpAirSpace,effConv,3.823623863
hh0410,12PT,heatpumpAirSpace,effConv,3.904505724
hh0411,12PT,heatpumpAirSpace,effConv,3.661936224
hh0412,12PT,heatpumpAirSpace,effConv,3.374790454
hh0413,12PT,heatpumpAirSpace,effConv,3.257289132
hh0414,12PT,heatpumpAirSpace,effConv,3.043909462
hh0415,12PT,heatpumpAirSpace,effConv,3.119436836
hh0416,12PT,heatpumpAirSpace,effConv,3.435837982
hh0417,12PT,heatpumpAirSpace,effConv,3.555128879
hh0418,12PT,heatpumpAirSpace,effConv,3.573440828
hh0419,12PT,heatpumpAirSpace,effConv,3.570067589
hh0420,12PT,heatpumpAirSpace,effConv,3.655676619
hh0421,12PT,heatpumpAirSpace,effConv,3.624955349
hh0422,12PT,heatpumpAirSpace,effConv,3.613324906
hh0423,12PT,heatpumpAirSpace,effConv,3.767509166
hh0424,12PT,heatpumpAirSpace,effConv,3.816163906
hh0425,12PT,heatpumpAirSpace,effConv,3.629908039
hh0426,12PT,heatpumpAirSpace,effConv,3.536801467
hh0427,12PT,heatpumpAirSpace,effConv,3.331173485
hh0428,12PT,heatpumpAirSpace,effConv,3.304378191
hh0429,12PT,heatpumpAirSpace,effConv,3.353694478
hh0430,12PT,heatpumpAirSpace,effConv,3.364707652
hh0431,12PT,heatpumpAirSpace,effConv,3.073163917
hh0432,12PT,heatpumpAirSpace,effConv,2.864960529
hh0433,12PT,heatpumpAirSpace,effConv,2.908686971
hh0434,12PT,heatpumpAirSpace,effConv,2.784913368
hh0435,12PT,heatpumpAirSpace,effConv,2.790154867
hh0436,12PT,heatpumpAirSpace,effConv,2.699409936
hh0437,12PT,heatpumpAirSpace,effConv,2.655043244
hh0438,12PT,heatpumpAirSpace,effConv,2.617402494
hh0001,13PT,heatpumpAirSpace,effConv,2.868553783
hh0002,13PT,heatpumpAirSpace,effConv,2.903653172
hh0003,13PT,heatpumpAirSpace,effConv,2.69045489
hh0004,13PT,heatpumpAirSpace,effConv,2.549505901
hh0005,13PT,heatpumpAirSpace,effConv,2.367049411
hh0006,13PT,heatpumpAirSpace,effConv,2.156468794
hh0007,13PT,heatpumpAirSpace,effConv,2.6175016
hh0008,13PT,heatpumpAirSpace,effConv,2.869932584
hh0009,13PT,heatpumpAirSpace,effConv,3.149933871
hh0010,13PT,heatpumpAirSpace,effConv,3.032408575
hh0011,13PT,heatpumpAirSpace,effConv,2.866867229
hh0012,13PT,heatpumpAirSpace,effConv,2.741011312
hh0013,13PT,heatpumpAirSpace,effConv,2.69660771
hh0014,13PT,heatpumpAirSpace,effConv,2.697505614
hh0015,13PT,heatpumpAirSpace,effConv,2.807793282
hh0016,13PT,heatpumpAirSpace,effConv,2.81519783
hh0017,13PT,heatpumpAirSpace,effConv,2.913770178
hh0018,13PT,heatpumpAirSpace,effConv,3.057874586
hh0019,13PT,heatpumpAirSpace,effConv,3.128247265
hh0020,13PT,heatpumpAirSpace,effConv,3.253107542
hh0021,13PT,heatpumpAirSpace,effConv,3.349616762
hh0022,13PT,heatpumpAirSpace,effConv,3.288348347
hh0023,13PT,heatpumpAirSpace,effConv,3.22863144
hh0024,13PT,heatpumpAirSpace,effConv,3.210766921
hh0025,13PT,heatpumpAirSpace,effConv,3.353719643
hh0026,13PT,heatpumpAirSpace,effConv,3.420530388
hh0027,13PT,heatpumpAirSpace,effConv,3.548997603
hh0028,13PT,heatpumpAirSpace,effConv,3.251419689
hh0029,13PT,heatpumpAirSpace,effConv,3.124822471
hh0030,13PT,heatpumpAirSpace,effConv,2.896329339
hh0031,13PT,heatpumpAirSpace,effConv,3.154306379
hh0032,13PT,heatpumpAirSpace,effConv,3.347930197
hh0033,13PT,heatpumpAirSpace,effConv,3.636392771
hh0034,13PT,heatpumpAirSpace,effConv,3.198936176
hh0035,13PT,heatpumpAirSpace,effConv,2.981338608
hh0036,13PT,heatpumpAirSpace,effConv,2.915906398
hh0037,13PT,heatpumpAirSpace,effConv,2.946648035
hh0038,13PT,heatpumpAirSpace,effConv,3.252144219
hh0039,13PT,heatpumpAirSpace,effConv,3.451072642
hh0040,13PT,heatpumpAirSpace,effConv,3.430689342
hh0041,13PT,heatpumpAirSpace,effConv,3.470559777
hh0042,13PT,heatpumpAirSpace,effConv,3.420728446
hh0043,13PT,heatpumpAirSpace,effConv,3.434977134
hh0044,13PT,heatpumpAirSpace,effConv,3.474275988
hh0045,13PT,heatpumpAirSpace,effConv,3.501675072
hh0046,13PT,heatpumpAirSpace,effConv,3.414146974
hh0047,13PT,heatpumpAirSpace,effConv,3.277446396
hh0048,13PT,heatpumpAirSpace,effConv,3.109649086
hh0049,13PT,heatpumpAirSpace,effConv,2.969334037
hh0050,13PT,heatpumpAirSpace,effConv,2.962625699
hh0051,13PT,heatpumpAirSpace,effConv,2.971015638
hh0052,13PT,heatpumpAirSpace,effConv,2.926686977
hh0053,13PT,heatpumpAirSpace,effConv,2.893715863
hh0054,13PT,heatpumpAirSpace,effConv,2.972324066
hh0055,13PT,heatpumpAirSpace,effConv,3.078848607
hh0056,13PT,heatpumpAirSpace,effConv,3.047049273
hh0057,13PT,heatpumpAirSpace,effConv,2.736886806
hh0058,13PT,heatpumpAirSpace,effConv,2.536654914
hh0059,13PT,heatpumpAirSpace,effConv,2.675322947
hh0060,13PT,heatpumpAirSpace,effConv,3.129861874
hh0061,13PT,heatpumpAirSpace,effConv,3.246661642
hh0062,13PT,heatpumpAirSpace,effConv,3.41297904
hh0063,13PT,heatpumpAirSpace,effConv,3.711548335
hh0064,13PT,heatpumpAirSpace,effConv,3.748967407
hh0065,13PT,heatpumpAirSpace,effConv,3.658714253
hh0066,13PT,heatpumpAirSpace,effConv,3.672140753
hh0067,13PT,heatpumpAirSpace,effConv,3.45269908
hh0068,13PT,heatpumpAirSpace,effConv,3.739313891
hh0069,13PT,heatpumpAirSpace,effConv,3.86303893
hh0070,13PT,heatpumpAirSpace,effConv,3.873724379
hh0071,13PT,heatpumpAirSpace,effConv,3.855898076
hh0072,13PT,heatpumpAirSpace,effConv,3.611473627
hh0073,13PT,heatpumpAirSpace,effConv,3.563840396
hh0074,13PT,heatpumpAirSpace,effConv,3.832730404
hh0075,13PT,heatpumpAirSpace,effConv,3.964615955
hh0076,13PT,heatpumpAirSpace,effConv,3.980264792
hh0077,13PT,heatpumpAirSpace,effConv,3.846715948
hh0078,13PT,heatpumpAirSpace,effConv,3.836064566
hh0079,13PT,heatpumpAirSpace,effConv,3.637288604
hh0080,13PT,heatpumpAirSpace,effConv,3.670604394
hh0081,13PT,heatpumpAirSpace,effConv,3.748346572
hh0082,13PT,heatpumpAirSpace,effConv,3.796337913
hh0083,13PT,heatpumpAirSpace,effConv,3.703663879
hh0084,13PT,heatpumpAirSpace,effConv,3.599786881
hh0085,13PT,heatpumpAirSpace,effConv,3.652108135
hh0086,13PT,heatpumpAirSpace,effConv,3.858344788
hh0087,13PT,heatpumpAirSpace,effConv,3.934110763
hh0088,13PT,heatpumpAirSpace,effConv,3.74922613
hh0089,13PT,heatpumpAirSpace,effConv,3.657187364
hh0090,13PT,heatpumpAirSpace,effConv,3.661202934
hh0091,13PT,heatpumpAirSpace,effConv,3.692740419
hh0092,13PT,heatpumpAirSpace,effConv,3.95146403
hh0093,13PT,heatpumpAirSpace,effConv,3.901012875
hh0094,13PT,heatpumpAirSpace,effConv,3.847540127
hh0095,13PT,heatpumpAirSpace,effConv,3.397910494
hh0096,13PT,heatpumpAirSpace,effConv,3.225841859
hh0097,13PT,heatpumpAirSpace,effConv,3.415725215
hh0098,13PT,heatpumpAirSpace,effConv,3.592532221
hh0099,13PT,heatpumpAirSpace,effConv,3.956377339
hh0100,13PT,heatpumpAirSpace,effConv,3.994248252
hh0101,13PT,heatpumpAirSpace,effConv,3.916031619
hh0102,13PT,heatpumpAirSpace,effConv,3.563417082
hh0103,13PT,heatpumpAirSpace,effConv,3.296523017
hh0104,13PT,heatpumpAirSpace,effConv,3.450830986
hh0105,13PT,heatpumpAirSpace,effConv,3.821029792
hh0106,13PT,heatpumpAirSpace,effConv,3.781486194
hh0107,13PT,heatpumpAirSpace,effConv,3.681305755
hh0108,13PT,heatpumpAirSpace,effConv,3.585613498
hh0109,13PT,heatpumpAirSpace,effConv,3.715198971
hh0110,13PT,heatpumpAirSpace,effConv,3.724142887
hh0111,13PT,heatpumpAirSpace,effConv,3.800467327
hh0112,13PT,heatpumpAirSpace,effConv,3.772427466
hh0113,13PT,heatpumpAirSpace,effConv,3.778827624
hh0114,13PT,heatpumpAirSpace,effConv,3.816236867
hh0115,13PT,heatpumpAirSpace,effConv,3.848420132
hh0116,13PT,heatpumpAirSpace,effConv,3.867327235
hh0117,13PT,heatpumpAirSpace,effConv,3.658167262
hh0118,13PT,heatpumpAirSpace,effConv,3.892134715
hh0119,13PT,heatpumpAirSpace,effConv,3.939844599
hh0120,13PT,heatpumpAirSpace,effConv,4.030435183
hh0121,13PT,heatpumpAirSpace,effConv,3.988511127
hh0122,13PT,heatpumpAirSpace,effConv,4.045219887
hh0123,13PT,heatpumpAirSpace,effConv,4.06
hh0124,13PT,heatpumpAirSpace,effConv,4.06
hh0125,13PT,heatpumpAirSpace,effConv,4.059179041
hh0126,13PT,heatpumpAirSpace,effConv,4.058358082
hh0127,13PT,heatpumpAirSpace,effConv,4.010710152
hh0128,13PT,heatpumpAirSpace,effConv,3.927569001
hh0129,13PT,heatpumpAirSpace,effConv,3.871484072
hh0130,13PT,heatpumpAirSpace,effConv,3.925084685
hh0131,13PT,heatpumpAirSpace,effConv,3.976981451
hh0132,13PT,heatpumpAirSpace,effConv,3.989323641
hh0133,13PT,heatpumpAirSpace,effConv,4.06
hh0134,13PT,heatpumpAirSpace,effConv,4.06
hh0135,13PT,heatpumpAirSpace,effConv,4.06
hh0136,13PT,heatpumpAirSpace,effConv,3.991739047
hh0137,13PT,heatpumpAirSpace,effConv,3.977769272
hh0138,13PT,heatpumpAirSpace,effConv,4.002491818
hh0139,13PT,heatpumpAirSpace,effConv,3.969590472
hh0140,13PT,heatpumpAirSpace,effConv,3.919316388
hh0141,13PT,heatpumpAirSpace,effConv,3.923474967
hh0142,13PT,heatpumpAirSpace,effConv,3.900386007
hh0143,13PT,heatpumpAirSpace,effConv,3.884675902
hh0144,13PT,heatpumpAirSpace,effConv,3.921789512
hh0145,13PT,heatpumpAirSpace,effConv,3.986039114
hh0146,13PT,heatpumpAirSpace,effConv,4.045219887
hh0147,13PT,heatpumpAirSpace,effConv,4.06
hh0148,13PT,heatpumpAirSpace,effConv,4.027956792
hh0149,13PT,heatpumpAirSpace,effConv,4.007413587
hh0150,13PT,heatpumpAirSpace,effConv,3.974513484
hh0151,13PT,heatpumpAirSpace,effConv,3.986040217
hh0152,13PT,heatpumpAirSpace,effConv,4.007414372
hh0153,13PT,heatpumpAirSpace,effConv,3.989312776
hh0154,13PT,heatpumpAirSpace,effConv,3.922644149
hh0155,13PT,heatpumpAirSpace,effConv,3.932485466
hh0156,13PT,heatpumpAirSpace,effConv,3.99425343
hh0157,13PT,heatpumpAirSpace,effConv,3.971231384
hh0158,13PT,heatpumpAirSpace,effConv,3.987672791
hh0159,13PT,heatpumpAirSpace,effConv,3.987655887
hh0160,13PT,heatpumpAirSpace,effConv,3.965464101
hh0161,13PT,heatpumpAirSpace,effConv,4.00575806
hh0162,13PT,heatpumpAirSpace,effConv,4.045218168
hh0163,13PT,heatpumpAirSpace,effConv,4.052610799
hh0164,13PT,heatpumpAirSpace,effConv,4.045219887
hh0165,13PT,heatpumpAirSpace,effConv,4.06
hh0166,13PT,heatpumpAirSpace,effConv,4.06
hh0167,13PT,heatpumpAirSpace,effConv,4.06
hh0168,13PT,heatpumpAirSpace,effConv,4.06
hh0169,13PT,heatpumpAirSpace,effConv,4.06
hh0170,13PT,heatpumpAirSpace,effConv,4.06
hh0171,13PT,heatpumpAirSpace,effConv,4.06
hh0172,13PT,heatpumpAirSpace,effConv,4.052610229
hh0173,13PT,heatpumpAirSpace,effConv,4.0485048
hh0174,13PT,heatpumpAirSpace,effConv,4.051789143
hh0175,13PT,heatpumpAirSpace,effConv,4.040291656
hh0176,13PT,heatpumpAirSpace,effConv,4.06
hh0177,13PT,heatpumpAirSpace,effConv,4.06
hh0178,13PT,heatpumpAirSpace,effConv,4.06
hh0179,13PT,heatpumpAirSpace,effConv,4.06
hh0180,13PT,heatpumpAirSpace,effConv,4.06
