timestep_4,region_4,technology_3,parameter,value
hh0333,43PL,heatpumpAirSpace,effConv,3.959509579
hh0334,43PL,heatpumpAirSpace,effConv,3.819930866
hh0335,43PL,heatpumpAirSpace,effConv,3.751848011
hh0336,43PL,heatpumpAirSpace,effConv,3.821501203
hh0337,43PL,heatpumpAirSpace,effConv,3.99336127
hh0338,43PL,heatpumpAirSpace,effConv,3.928219222
hh0339,43PL,heatpumpAirSpace,effConv,3.976022438
hh0340,43PL,heatpumpAirSpace,effConv,3.991662577
hh0341,43PL,heatpumpAirSpace,effConv,4.004067493
hh0342,43PL,heatpumpAirSpace,effConv,3.919134687
hh0343,43PL,heatpumpAirSpace,effConv,3.953793832
hh0344,43PL,heatpumpAirSpace,effConv,4.002420497
hh0345,43PL,heatpumpAirSpace,effConv,4.024637925
hh0346,43PL,heatpumpAirSpace,effConv,4.040264325
hh0347,43PL,heatpumpAirSpace,effConv,4.031221812
hh0348,43PL,heatpumpAirSpace,effConv,4.055890667
hh0349,43PL,heatpumpAirSpace,effConv,3.915785807
hh0350,43PL,heatpumpAirSpace,effConv,3.785966924
hh0351,43PL,heatpumpAirSpace,effConv,3.847077205
hh0352,43PL,heatpumpAirSpace,effConv,3.87697031
hh0353,43PL,heatpumpAirSpace,effConv,3.84972072
hh0354,43PL,heatpumpAirSpace,effConv,3.83892315
hh0355,43PL,heatpumpAirSpace,effConv,3.935634786
hh0356,43PL,heatpumpAirSpace,effConv,3.900114722
hh0357,43PL,heatpumpAirSpace,effConv,3.67942305
hh0358,43PL,heatpumpAirSpace,effConv,3.639666893
hh0359,43PL,heatpumpAirSpace,effConv,3.615471193
hh0360,43PL,heatpumpAirSpace,effConv,3.56432643
hh0361,43PL,heatpumpAirSpace,effConv,3.717855296
hh0362,43PL,heatpumpAirSpace,effConv,3.891071343
hh0363,43PL,heatpumpAirSpace,effConv,3.896048352
hh0364,43PL,heatpumpAirSpace,effConv,3.867961503
hh0365,43PL,heatpumpAirSpace,effConv,3.888615296
hh0366,43PL,heatpumpAirSpace,effConv,3.716261629
hh0367,43PL,heatpumpAirSpace,effConv,3.66546096
hh0368,43PL,heatpumpAirSpace,effConv,3.821530571
hh0369,43PL,heatpumpAirSpace,effConv,3.793453555
hh0370,43PL,heatpumpAirSpace,effConv,3.822438637
hh0371,43PL,heatpumpAirSpace,effConv,3.928197268
hh0372,43PL,heatpumpAirSpace,effConv,3.995013543
hh0373,43PL,heatpumpAirSpace,effConv,3.928213019
hh0374,43PL,heatpumpAirSpace,effConv,3.723678988
hh0375,43PL,heatpumpAirSpace,effConv,3.740366065
hh0376,43PL,heatpumpAirSpace,effConv,3.895995346
hh0377,43PL,heatpumpAirSpace,effConv,3.908378036
hh0378,43PL,heatpumpAirSpace,effConv,3.908431689
hh0379,43PL,heatpumpAirSpace,effConv,3.856314076
hh0380,43PL,heatpumpAirSpace,effConv,3.698516764
hh0381,43PL,heatpumpAirSpace,effConv,3.699597705
hh0382,43PL,heatpumpAirSpace,effConv,3.735326496
hh0383,43PL,heatpumpAirSpace,effConv,3.559533264
hh0384,43PL,heatpumpAirSpace,effConv,3.736024595
hh0385,43PL,heatpumpAirSpace,effConv,3.912566601
hh0386,43PL,heatpumpAirSpace,effConv,3.675970409
hh0387,43PL,heatpumpAirSpace,effConv,3.299692851
hh0388,43PL,heatpumpAirSpace,effConv,3.271402471
hh0389,43PL,heatpumpAirSpace,effConv,3.435330166
hh0390,43PL,heatpumpAirSpace,effConv,3.69544199
hh0391,43PL,heatpumpAirSpace,effConv,3.505839663
hh0392,43PL,heatpumpAirSpace,effConv,3.169078468
hh0393,43PL,heatpumpAirSpace,effConv,3.000582748
hh0394,43PL,heatpumpAirSpace,effConv,3.07978515
hh0395,43PL,heatpumpAirSpace,effConv,3.08144043
hh0396,43PL,heatpumpAirSpace,effConv,3.108106145
hh0397,43PL,heatpumpAirSpace,effConv,3.119226869
hh0398,43PL,heatpumpAirSpace,effConv,3.311381934
hh0399,43PL,heatpumpAirSpace,effConv,3.46739966
hh0400,43PL,heatpumpAirSpace,effConv,3.411005817
hh0401,43PL,heatpumpAirSpace,effConv,3.296140643
hh0402,43PL,heatpumpAirSpace,effConv,3.488152058
hh0403,43PL,heatpumpAirSpace,effConv,3.632992208
hh0404,43PL,heatpumpAirSpace,effConv,3.732004512
hh0405,43PL,heatpumpAirSpace,effConv,3.550156519
hh0406,43PL,heatpumpAirSpace,effConv,3.42286213
hh0407,43PL,heatpumpAirSpace,effConv,3.406029413
hh0408,43PL,heatpumpAirSpace,effConv,3.456425202
hh0409,43PL,heatpumpAirSpace,effConv,3.514369381
hh0410,43PL,heatpumpAirSpace,effConv,3.47154999
hh0411,43PL,heatpumpAirSpace,effConv,3.409375943
hh0412,43PL,heatpumpAirSpace,effConv,3.313218963
hh0413,43PL,heatpumpAirSpace,effConv,3.262382548
hh0414,43PL,heatpumpAirSpace,effConv,3.177262413
hh0415,43PL,heatpumpAirSpace,effConv,3.302169109
hh0416,43PL,heatpumpAirSpace,effConv,3.395899704
hh0417,43PL,heatpumpAirSpace,effConv,3.339348377
hh0418,43PL,heatpumpAirSpace,effConv,3.247928672
hh0419,43PL,heatpumpAirSpace,effConv,3.163641292
hh0420,43PL,heatpumpAirSpace,effConv,3.172203189
hh0421,43PL,heatpumpAirSpace,effConv,3.240287944
hh0422,43PL,heatpumpAirSpace,effConv,3.368971454
hh0423,43PL,heatpumpAirSpace,effConv,3.464058154
hh0424,43PL,heatpumpAirSpace,effConv,3.425403864
hh0425,43PL,heatpumpAirSpace,effConv,3.286959952
hh0426,43PL,heatpumpAirSpace,effConv,3.318281854
hh0427,43PL,heatpumpAirSpace,effConv,3.45649096
hh0428,43PL,heatpumpAirSpace,effConv,3.465731924
hh0429,43PL,heatpumpAirSpace,effConv,3.592948975
hh0430,43PL,heatpumpAirSpace,effConv,3.335899779
hh0431,43PL,heatpumpAirSpace,effConv,3.102101107
hh0432,43PL,heatpumpAirSpace,effConv,3.041110275
hh0433,43PL,heatpumpAirSpace,effConv,2.977201964
hh0434,43PL,heatpumpAirSpace,effConv,2.939052784
hh0435,43PL,heatpumpAirSpace,effConv,2.888523536
hh0436,43PL,heatpumpAirSpace,effConv,2.874574657
hh0437,43PL,heatpumpAirSpace,effConv,2.823722568
hh0438,43PL,heatpumpAirSpace,effConv,2.696561037
hh0001,44PL,heatpumpAirSpace,effConv,3.065205482
hh0002,44PL,heatpumpAirSpace,effConv,2.995202796
hh0003,44PL,heatpumpAirSpace,effConv,2.699747125
hh0004,44PL,heatpumpAirSpace,effConv,2.572892781
hh0005,44PL,heatpumpAirSpace,effConv,2.426974209
hh0006,44PL,heatpumpAirSpace,effConv,2.587509842
hh0007,44PL,heatpumpAirSpace,effConv,2.938997604
hh0008,44PL,heatpumpAirSpace,effConv,3.097794541
hh0009,44PL,heatpumpAirSpace,effConv,3.192655445
hh0010,44PL,heatpumpAirSpace,effConv,3.333485912
hh0011,44PL,heatpumpAirSpace,effConv,3.237708029
hh0012,44PL,heatpumpAirSpace,effConv,3.300486999
hh0013,44PL,heatpumpAirSpace,effConv,3.323321077
hh0014,44PL,heatpumpAirSpace,effConv,3.39928261
hh0015,44PL,heatpumpAirSpace,effConv,3.48584246
hh0016,44PL,heatpumpAirSpace,effConv,3.419370383
hh0017,44PL,heatpumpAirSpace,effConv,3.279014723
hh0018,44PL,heatpumpAirSpace,effConv,3.287796735
hh0019,44PL,heatpumpAirSpace,effConv,3.361324131
hh0020,44PL,heatpumpAirSpace,effConv,3.457272429
hh0021,44PL,heatpumpAirSpace,effConv,3.438012308
hh0022,44PL,heatpumpAirSpace,effConv,3.524402148
hh0023,44PL,heatpumpAirSpace,effConv,3.657846708
hh0024,44PL,heatpumpAirSpace,effConv,3.627950826
hh0025,44PL,heatpumpAirSpace,effConv,3.688010315
hh0026,44PL,heatpumpAirSpace,effConv,3.662953558
hh0027,44PL,heatpumpAirSpace,effConv,3.335629491
hh0028,44PL,heatpumpAirSpace,effConv,3.199484952
hh0029,44PL,heatpumpAirSpace,effConv,3.334804282
hh0030,44PL,heatpumpAirSpace,effConv,3.495115426
hh0031,44PL,heatpumpAirSpace,effConv,3.547018657
hh0032,44PL,heatpumpAirSpace,effConv,3.553566745
hh0033,44PL,heatpumpAirSpace,effConv,3.321537625
hh0034,44PL,heatpumpAirSpace,effConv,3.24963411
hh0035,44PL,heatpumpAirSpace,effConv,3.331525854
hh0036,44PL,heatpumpAirSpace,effConv,3.414460309
hh0037,44PL,heatpumpAirSpace,effConv,3.392534733
hh0038,44PL,heatpumpAirSpace,effConv,3.267464556
hh0039,44PL,heatpumpAirSpace,effConv,3.456434196
hh0040,44PL,heatpumpAirSpace,effConv,3.477411784
hh0041,44PL,heatpumpAirSpace,effConv,3.268264771
hh0042,44PL,heatpumpAirSpace,effConv,3.347319118
hh0043,44PL,heatpumpAirSpace,effConv,3.572042424
hh0044,44PL,heatpumpAirSpace,effConv,3.513533098
hh0045,44PL,heatpumpAirSpace,effConv,3.656353462
hh0046,44PL,heatpumpAirSpace,effConv,3.509338862
hh0047,44PL,heatpumpAirSpace,effConv,3.430425851
hh0048,44PL,heatpumpAirSpace,effConv,3.399285388
hh0049,44PL,heatpumpAirSpace,effConv,3.343517246
hh0050,44PL,heatpumpAirSpace,effConv,3.185063654
hh0051,44PL,heatpumpAirSpace,effConv,3.138800561
hh0052,44PL,heatpumpAirSpace,effConv,3.303691737
hh0053,44PL,heatpumpAirSpace,effConv,3.224106902
hh0054,44PL,heatpumpAirSpace,effConv,3.262389734
hh0055,44PL,heatpumpAirSpace,effConv,3.062360855
hh0056,44PL,heatpumpAirSpace,effConv,2.829772006
hh0057,44PL,heatpumpAirSpace,effConv,2.648835869
hh0058,44PL,heatpumpAirSpace,effConv,2.938878517
hh0059,44PL,heatpumpAirSpace,effConv,3.209536131
hh0060,44PL,heatpumpAirSpace,effConv,3.379063825
hh0061,44PL,heatpumpAirSpace,effConv,3.286038992
hh0062,44PL,heatpumpAirSpace,effConv,3.3300231
hh0063,44PL,heatpumpAirSpace,effConv,3.506681706
hh0064,44PL,heatpumpAirSpace,effConv,3.853783653
hh0065,44PL,heatpumpAirSpace,effConv,3.769371644
hh0066,44PL,heatpumpAirSpace,effConv,3.722742773
hh0067,44PL,heatpumpAirSpace,effConv,3.765977621
hh0068,44PL,heatpumpAirSpace,effConv,3.478537282
hh0069,44PL,heatpumpAirSpace,effConv,3.796197597
hh0070,44PL,heatpumpAirSpace,effConv,3.862957669
hh0071,44PL,heatpumpAirSpace,effConv,3.60052676
hh0072,44PL,heatpumpAirSpace,effConv,3.458880056
hh0073,44PL,heatpumpAirSpace,effConv,3.630520885
hh0074,44PL,heatpumpAirSpace,effConv,3.59369834
hh0075,44PL,heatpumpAirSpace,effConv,3.542849114
hh0076,44PL,heatpumpAirSpace,effConv,3.673823623
hh0077,44PL,heatpumpAirSpace,effConv,3.370592338
hh0078,44PL,heatpumpAirSpace,effConv,3.140598308
hh0079,44PL,heatpumpAirSpace,effConv,3.082998467
hh0080,44PL,heatpumpAirSpace,effConv,3.393353389
hh0081,44PL,heatpumpAirSpace,effConv,3.542760797
hh0082,44PL,heatpumpAirSpace,effConv,3.683656189
hh0083,44PL,heatpumpAirSpace,effConv,3.63938954
hh0084,44PL,heatpumpAirSpace,effConv,3.647945076
hh0085,44PL,heatpumpAirSpace,effConv,3.696174133
hh0086,44PL,heatpumpAirSpace,effConv,3.791710999
hh0087,44PL,heatpumpAirSpace,effConv,3.743625678
hh0088,44PL,heatpumpAirSpace,effConv,3.632208329
hh0089,44PL,heatpumpAirSpace,effConv,3.582923647
hh0090,44PL,heatpumpAirSpace,effConv,3.516060802
hh0091,44PL,heatpumpAirSpace,effConv,3.400791346
hh0092,44PL,heatpumpAirSpace,effConv,3.622114851
hh0093,44PL,heatpumpAirSpace,effConv,3.435165792
hh0094,44PL,heatpumpAirSpace,effConv,3.277624172
hh0095,44PL,heatpumpAirSpace,effConv,3.185848369
hh0096,44PL,heatpumpAirSpace,effConv,3.094382118
hh0097,44PL,heatpumpAirSpace,effConv,3.064181131
hh0098,44PL,heatpumpAirSpace,effConv,3.356283877
hh0099,44PL,heatpumpAirSpace,effConv,3.386540444
hh0100,44PL,heatpumpAirSpace,effConv,3.31821164
hh0101,44PL,heatpumpAirSpace,effConv,3.137149112
hh0102,44PL,heatpumpAirSpace,effConv,3.123478537
hh0103,44PL,heatpumpAirSpace,effConv,3.107146561
hh0104,44PL,heatpumpAirSpace,effConv,3.113959981
hh0105,44PL,heatpumpAirSpace,effConv,3.219822481
hh0106,44PL,heatpumpAirSpace,effConv,3.702221336
hh0107,44PL,heatpumpAirSpace,effConv,3.73942103
hh0108,44PL,heatpumpAirSpace,effConv,3.627042585
hh0109,44PL,heatpumpAirSpace,effConv,3.672821658
hh0110,44PL,heatpumpAirSpace,effConv,3.731841352
hh0111,44PL,heatpumpAirSpace,effConv,3.837152699
hh0112,44PL,heatpumpAirSpace,effConv,3.733698547
hh0113,44PL,heatpumpAirSpace,effConv,3.725370061
hh0114,44PL,heatpumpAirSpace,effConv,3.663802197
hh0115,44PL,heatpumpAirSpace,effConv,3.610391892
hh0116,44PL,heatpumpAirSpace,effConv,3.737033469
hh0117,44PL,heatpumpAirSpace,effConv,3.770847351
hh0118,44PL,heatpumpAirSpace,effConv,3.701252619
hh0119,44PL,heatpumpAirSpace,effConv,3.559569082
hh0120,44PL,heatpumpAirSpace,effConv,3.53720969
hh0121,44PL,heatpumpAirSpace,effConv,3.806692798
hh0122,44PL,heatpumpAirSpace,effConv,3.742024515
hh0123,44PL,heatpumpAirSpace,effConv,3.900168216
hh0124,44PL,heatpumpAirSpace,effConv,3.798369124
hh0125,44PL,heatpumpAirSpace,effConv,3.783374121
hh0126,44PL,heatpumpAirSpace,effConv,3.740863323
hh0127,44PL,heatpumpAirSpace,effConv,3.866259981
hh0128,44PL,heatpumpAirSpace,effConv,3.871184705
hh0129,44PL,heatpumpAirSpace,effConv,3.762672924
hh0130,44PL,heatpumpAirSpace,effConv,3.669686787
hh0131,44PL,heatpumpAirSpace,effConv,3.660454036
hh0132,44PL,heatpumpAirSpace,effConv,3.658761506
hh0133,44PL,heatpumpAirSpace,effConv,3.773542922
hh0134,44PL,heatpumpAirSpace,effConv,3.809161662
hh0135,44PL,heatpumpAirSpace,effConv,3.951279306
hh0136,44PL,heatpumpAirSpace,effConv,3.904291877
hh0137,44PL,heatpumpAirSpace,effConv,3.866273867
hh0138,44PL,heatpumpAirSpace,effConv,3.707549999
hh0139,44PL,heatpumpAirSpace,effConv,3.829824733
hh0140,44PL,heatpumpAirSpace,effConv,3.925750351
hh0141,44PL,heatpumpAirSpace,effConv,3.973534638
hh0142,44PL,heatpumpAirSpace,effConv,3.983425763
hh0143,44PL,heatpumpAirSpace,effConv,3.981811688
hh0144,44PL,heatpumpAirSpace,effConv,3.952104119
hh0145,44PL,heatpumpAirSpace,effConv,4.017235295
hh0146,44PL,heatpumpAirSpace,effConv,4.050959028
hh0147,44PL,heatpumpAirSpace,effConv,4.042733422
hh0148,44PL,heatpumpAirSpace,effConv,4.033685065
hh0149,44PL,heatpumpAirSpace,effConv,4.009002902
hh0150,44PL,heatpumpAirSpace,effConv,3.966990199
hh0151,44PL,heatpumpAirSpace,effConv,4.04273643
hh0152,44PL,heatpumpAirSpace,effConv,4.035334311
hh0153,44PL,heatpumpAirSpace,effConv,3.977614304
hh0154,44PL,heatpumpAirSpace,effConv,3.986709086
hh0155,44PL,heatpumpAirSpace,effConv,4.001587079
hh0156,44PL,heatpumpAirSpace,effConv,3.950447829
hh0157,44PL,heatpumpAirSpace,effConv,4.005703804
hh0158,44PL,heatpumpAirSpace,effConv,4.008174355
hh0159,44PL,heatpumpAirSpace,effConv,4.041910956
hh0160,44PL,heatpumpAirSpace,effConv,4.041910956
hh0161,44PL,heatpumpAirSpace,effConv,3.994170332
hh0162,44PL,heatpumpAirSpace,effConv,3.88516215
hh0163,44PL,heatpumpAirSpace,effConv,3.97356402
hh0164,44PL,heatpumpAirSpace,effConv,4.035334311
hh0165,44PL,heatpumpAirSpace,effConv,4.058356329
hh0166,44PL,heatpumpAirSpace,effConv,4.059178165
hh0167,44PL,heatpumpAirSpace,effConv,4.048487119
hh0168,44PL,heatpumpAirSpace,effConv,3.95793871
hh0169,44PL,heatpumpAirSpace,effConv,3.893534394
hh0170,44PL,heatpumpAirSpace,effConv,4.013125367
hh0171,44PL,heatpumpAirSpace,effConv,4.052602699
hh0172,44PL,heatpumpAirSpace,effConv,4.055890353
hh0173,44PL,heatpumpAirSpace,effConv,4.06
hh0174,44PL,heatpumpAirSpace,effConv,4.057534416
hh0175,44PL,heatpumpAirSpace,effConv,4.04273643
hh0176,44PL,heatpumpAirSpace,effConv,4.000761964
hh0177,44PL,heatpumpAirSpace,effConv,4.06
hh0178,44PL,heatpumpAirSpace,effConv,4.051778104
hh0179,44PL,heatpumpAirSpace,effConv,4.023810196
hh0180,44PL,heatpumpAirSpace,effConv,3.963649962
hh0181,44PL,heatpumpAirSpace,effConv,4.050136565
hh0182,44PL,heatpumpAirSpace,effConv,4.06
hh0183,44PL,heatpumpAirSpace,effConv,4.06
hh0184,44PL,heatpumpAirSpace,effConv,4.06
hh0185,44PL,heatpumpAirSpace,effConv,4.06
hh0186,44PL,heatpumpAirSpace,effConv,4.06
hh0187,44PL,heatpumpAirSpace,effConv,4.06
hh0188,44PL,heatpumpAirSpace,effConv,4.06
hh0189,44PL,heatpumpAirSpace,effConv,4.06
hh0190,44PL,heatpumpAirSpace,effConv,4.06
hh0191,44PL,heatpumpAirSpace,effConv,4.06
hh0192,44PL,heatpumpAirSpace,effConv,4.06
hh0193,44PL,heatpumpAirSpace,effConv,4.06
hh0194,44PL,heatpumpAirSpace,effConv,4.06
hh0195,44PL,heatpumpAirSpace,effConv,4.06
hh0196,44PL,heatpumpAirSpace,effConv,4.06
hh0197,44PL,heatpumpAirSpace,effConv,4.057534259
hh0198,44PL,heatpumpAirSpace,effConv,4.04766988
hh0199,44PL,heatpumpAirSpace,effConv,4.037801949
hh0200,44PL,heatpumpAirSpace,effConv,4.015584533
hh0201,44PL,heatpumpAirSpace,effConv,4.040265544
hh0202,44PL,heatpumpAirSpace,effConv,4.050132772
hh0203,44PL,heatpumpAirSpace,effConv,4.055890039
hh0204,44PL,heatpumpAirSpace,effConv,4.039446246
hh0205,44PL,heatpumpAirSpace,effConv,4.057534494
hh0206,44PL,heatpumpAirSpace,effConv,4.06
hh0207,44PL,heatpumpAirSpace,effConv,4.06
hh0208,44PL,heatpumpAirSpace,effConv,4.056712188
hh0209,44PL,heatpumpAirSpace,effConv,4.053424377
hh0210,44PL,heatpumpAirSpace,effConv,4.06
hh0211,44PL,heatpumpAirSpace,effConv,4.06
hh0212,44PL,heatpumpAirSpace,effConv,4.050136565
hh0213,44PL,heatpumpAirSpace,effConv,4.06
hh0214,44PL,heatpumpAirSpace,effConv,4.06
hh0215,44PL,heatpumpAirSpace,effConv,4.06
hh0216,44PL,heatpumpAirSpace,effConv,4.06
hh0217,44PL,heatpumpAirSpace,effConv,4.06
hh0218,44PL,heatpumpAirSpace,effConv,4.06
hh0219,44PL,heatpumpAirSpace,effConv,4.06
hh0220,44PL,heatpumpAirSpace,effConv,4.06
hh0221,44PL,heatpumpAirSpace,effConv,4.06
hh0222,44PL,heatpumpAirSpace,effConv,4.06
hh0223,44PL,heatpumpAirSpace,effConv,4.06
hh0224,44PL,heatpumpAirSpace,effConv,4.06
hh0225,44PL,heatpumpAirSpace,effConv,4.06
hh0226,44PL,heatpumpAirSpace,effConv,4.06
hh0227,44PL,heatpumpAirSpace,effConv,4.06
hh0228,44PL,heatpumpAirSpace,effConv,4.06
hh0229,44PL,heatpumpAirSpace,effConv,4.06
hh0230,44PL,heatpumpAirSpace,effConv,4.06
hh0231,44PL,heatpumpAirSpace,effConv,4.06
hh0232,44PL,heatpumpAirSpace,effConv,4.06
hh0233,44PL,heatpumpAirSpace,effConv,4.06
hh0234,44PL,heatpumpAirSpace,effConv,4.06
hh0235,44PL,heatpumpAirSpace,effConv,4.06
hh0236,44PL,heatpumpAirSpace,effConv,4.06
hh0237,44PL,heatpumpAirSpace,effConv,4.06
hh0238,44PL,heatpumpAirSpace,effConv,4.06
hh0239,44PL,heatpumpAirSpace,effConv,4.06
hh0240,44PL,heatpumpAirSpace,effConv,4.06
hh0241,44PL,heatpumpAirSpace,effConv,4.06
hh0242,44PL,heatpumpAirSpace,effConv,4.06
hh0243,44PL,heatpumpAirSpace,effConv,4.06
hh0244,44PL,heatpumpAirSpace,effConv,4.056712188
hh0245,44PL,heatpumpAirSpace,effConv,4.053424377
hh0246,44PL,heatpumpAirSpace,effConv,4.06
hh0247,44PL,heatpumpAirSpace,effConv,4.06
hh0248,44PL,heatpumpAirSpace,effConv,4.06
hh0249,44PL,heatpumpAirSpace,effConv,4.06
hh0250,44PL,heatpumpAirSpace,effConv,4.06
hh0251,44PL,heatpumpAirSpace,effConv,4.06
hh0252,44PL,heatpumpAirSpace,effConv,4.06
hh0253,44PL,heatpumpAirSpace,effConv,4.06
hh0254,44PL,heatpumpAirSpace,effConv,4.06
hh0255,44PL,heatpumpAirSpace,effConv,4.06
hh0256,44PL,heatpumpAirSpace,effConv,4.06
hh0257,44PL,heatpumpAirSpace,effConv,4.06
hh0258,44PL,heatpumpAirSpace,effConv,4.06
hh0259,44PL,heatpumpAirSpace,effConv,4.06
hh0260,44PL,heatpumpAirSpace,effConv,4.06
hh0261,44PL,heatpumpAirSpace,effConv,4.06
hh0262,44PL,heatpumpAirSpace,effConv,4.06
hh0263,44PL,heatpumpAirSpace,effConv,4.06
hh0264,44PL,heatpumpAirSpace,effConv,4.06
hh0265,44PL,heatpumpAirSpace,effConv,4.06
hh0266,44PL,heatpumpAirSpace,effConv,4.06
hh0267,44PL,heatpumpAirSpace,effConv,4.06
hh0268,44PL,heatpumpAirSpace,effConv,4.06
hh0269,44PL,heatpumpAirSpace,effConv,4.06
hh0270,44PL,heatpumpAirSpace,effConv,4.06
hh0271,44PL,heatpumpAirSpace,effConv,4.06
hh0272,44PL,heatpumpAirSpace,effConv,4.06
hh0273,44PL,heatpumpAirSpace,effConv,4.06
hh0274,44PL,heatpumpAirSpace,effConv,4.06
hh0275,44PL,heatpumpAirSpace,effConv,4.06
hh0276,44PL,heatpumpAirSpace,effConv,4.06
hh0277,44PL,heatpumpAirSpace,effConv,4.06
hh0278,44PL,heatpumpAirSpace,effConv,4.06
hh0279,44PL,heatpumpAirSpace,effConv,4.06
hh0280,44PL,heatpumpAirSpace,effConv,4.06
hh0281,44PL,heatpumpAirSpace,effConv,4.06
hh0282,44PL,heatpumpAirSpace,effConv,4.06
hh0283,44PL,heatpumpAirSpace,effConv,4.06
hh0284,44PL,heatpumpAirSpace,effConv,4.06
hh0285,44PL,heatpumpAirSpace,effConv,4.06
hh0286,44PL,heatpumpAirSpace,effConv,4.06
hh0287,44PL,heatpumpAirSpace,effConv,4.06
hh0288,44PL,heatpumpAirSpace,effConv,4.06
hh0289,44PL,heatpumpAirSpace,effConv,4.06
hh0290,44PL,heatpumpAirSpace,effConv,4.06
hh0291,44PL,heatpumpAirSpace,effConv,4.06
hh0292,44PL,heatpumpAirSpace,effConv,4.047664172
hh0293,44PL,heatpumpAirSpace,effConv,4.024638556
hh0294,44PL,heatpumpAirSpace,effConv,4.018874543
hh0295,44PL,heatpumpAirSpace,effConv,4.06
hh0296,44PL,heatpumpAirSpace,effConv,4.06
hh0297,44PL,heatpumpAirSpace,effConv,4.06
hh0298,44PL,heatpumpAirSpace,effConv,4.06
hh0299,44PL,heatpumpAirSpace,effConv,4.06
hh0300,44PL,heatpumpAirSpace,effConv,4.06
hh0301,44PL,heatpumpAirSpace,effConv,4.06
hh0302,44PL,heatpumpAirSpace,effConv,4.06
hh0303,44PL,heatpumpAirSpace,effConv,4.06
hh0304,44PL,heatpumpAirSpace,effConv,4.058356251
hh0305,44PL,heatpumpAirSpace,effConv,4.056712502
hh0306,44PL,heatpumpAirSpace,effConv,4.06
hh0307,44PL,heatpumpAirSpace,effConv,4.055890667
hh0308,44PL,heatpumpAirSpace,effConv,3.878551036
hh0309,44PL,heatpumpAirSpace,effConv,3.919940209
hh0310,44PL,heatpumpAirSpace,effConv,3.93481947
hh0311,44PL,heatpumpAirSpace,effConv,3.932376732
hh0312,44PL,heatpumpAirSpace,effConv,3.813347508
hh0313,44PL,heatpumpAirSpace,effConv,3.767745258
hh0314,44PL,heatpumpAirSpace,effConv,3.846457949
hh0315,44PL,heatpumpAirSpace,effConv,3.927386969
hh0316,44PL,heatpumpAirSpace,effConv,3.912561
hh0317,44PL,heatpumpAirSpace,effConv,3.935673579
hh0318,44PL,heatpumpAirSpace,effConv,3.919168704
hh0319,44PL,heatpumpAirSpace,effConv,3.942270844
hh0320,44PL,heatpumpAirSpace,effConv,4.008186793
hh0321,44PL,heatpumpAirSpace,effConv,4.042734999
hh0322,44PL,heatpumpAirSpace,effConv,4.033690323
hh0323,44PL,heatpumpAirSpace,effConv,3.989245516
hh0324,44PL,heatpumpAirSpace,effConv,3.855490647
hh0325,44PL,heatpumpAirSpace,effConv,3.881126054
hh0326,44PL,heatpumpAirSpace,effConv,3.910066129
hh0327,44PL,heatpumpAirSpace,effConv,3.974375725
hh0328,44PL,heatpumpAirSpace,effConv,3.980148611
hh0329,44PL,heatpumpAirSpace,effConv,3.998289976
hh0330,44PL,heatpumpAirSpace,effConv,4.053424612
hh0331,44PL,heatpumpAirSpace,effConv,4.055890667
hh0332,44PL,heatpumpAirSpace,effConv,4.002405023
hh0333,44PL,heatpumpAirSpace,effConv,3.959509579
hh0334,44PL,heatpumpAirSpace,effConv,3.819930866
hh0335,44PL,heatpumpAirSpace,effConv,3.751848011
hh0336,44PL,heatpumpAirSpace,effConv,3.821501203
hh0337,44PL,heatpumpAirSpace,effConv,3.99336127
hh0338,44PL,heatpumpAirSpace,effConv,3.928219222
hh0339,44PL,heatpumpAirSpace,effConv,3.976022438
hh0340,44PL,heatpumpAirSpace,effConv,3.991662577
hh0341,44PL,heatpumpAirSpace,effConv,4.004067493
hh0342,44PL,heatpumpAirSpace,effConv,3.919134687
hh0343,44PL,heatpumpAirSpace,effConv,3.953793832
hh0344,44PL,heatpumpAirSpace,effConv,4.002420497
hh0345,44PL,heatpumpAirSpace,effConv,4.024637925
hh0346,44PL,heatpumpAirSpace,effConv,4.040264325
hh0347,44PL,heatpumpAirSpace,effConv,4.031221812
hh0348,44PL,heatpumpAirSpace,effConv,4.055890667
hh0349,44PL,heatpumpAirSpace,effConv,3.915785807
hh0350,44PL,heatpumpAirSpace,effConv,3.785966924
hh0351,44PL,heatpumpAirSpace,effConv,3.847077205
hh0352,44PL,heatpumpAirSpace,effConv,3.87697031
hh0353,44PL,heatpumpAirSpace,effConv,3.84972072
hh0354,44PL,heatpumpAirSpace,effConv,3.83892315
hh0355,44PL,heatpumpAirSpace,effConv,3.935634786
hh0356,44PL,heatpumpAirSpace,effConv,3.900114722
hh0357,44PL,heatpumpAirSpace,effConv,3.67942305
hh0358,44PL,heatpumpAirSpace,effConv,3.639666893
hh0359,44PL,heatpumpAirSpace,effConv,3.615471193
hh0360,44PL,heatpumpAirSpace,effConv,3.56432643
hh0361,44PL,heatpumpAirSpace,effConv,3.717855296
hh0362,44PL,heatpumpAirSpace,effConv,3.891071343
hh0363,44PL,heatpumpAirSpace,effConv,3.896048352
hh0364,44PL,heatpumpAirSpace,effConv,3.867961503
hh0365,44PL,heatpumpAirSpace,effConv,3.888615296
hh0366,44PL,heatpumpAirSpace,effConv,3.716261629
hh0367,44PL,heatpumpAirSpace,effConv,3.66546096
